,long,short
2015-11-01,"{'POM': 0.0, 'CNX': 0.1948998178506374, 'AKAM': -0.0513749382512761, 'CMG': -0.04991803278688532, 'CHK': -0.24063400576368876, 'BIIB': -0.026008420480782182, 'PRGO': -0.06643425639676376, 'SRCL': -0.0033025099075297696, 'R': -0.0752284595300261, 'MYL': 0.14330287497214175, 'NBR': 0.021195323053989898, 'MDLZ': -0.058046248230297325, 'BKR': 0.026116003644093513, 'UHS': -0.00540585495675309, 'HPQ': 0.005660377358490613}","{'EXPE': 0.09433092640958674, 'GNW': -0.08602150537634397, 'TT': 0.8125}"
2015-12-01,"{'TT': 0.25000000000000006, 'POM': -0.014285805816409631, 'CHK': -0.1461100569259962, 'HP': -0.07418397626112759, 'APA': -0.09870953135612405, 'DVN': -0.30130597014925375, 'SRCL': -0.0032234068931316687, 'BIIB': 0.05893536121673008, 'NE': -0.20196421927322344, 'JEF': -0.022457067371202104, 'FFIV': -0.059280100902299404, 'PVH': -0.1927830500993158, 'FCX': -0.18000000000000005, 'AVP': 0.1882352941176471, 'FDX': -0.06374133949191702}","{'AMCR': 0.0012626262626262356, 'HOT': 0.2737430167597765, 'GNW': 0.26284584980237147}"
2016-01-01,"{'DNR': -0.22388059701492527, 'POM': -0.11594061594061597, 'CHK': -0.23648648648648649, 'HAR': 0.06666635703703014, 'FCX': -0.30312500000000003, 'HOT': 0.1346938775510204, 'AMG': -0.13490691489361697, 'NBR': -0.1320673167832734, 'UPS': -0.022354513424857288, 'URI': -0.32625509773590217, 'QCOM': -0.08273724368144966, 'PVH': 0.009138742730545508, 'FFIV': -0.01903765690376562, 'TSCO': 0.057606335419593695, 'COP': -0.1580961492465917}","{'OKE': -0.03764581124072115, 'M': -0.17284417549167927, 'TT': -4.333333333333334}"
2016-02-01,"{'DNR': -0.09859154929577459, 'POM': 0.015873091206796173, 'FCX': 0.6949541284403667, 'HBAN': 0.02213001383125854, 'COV': 0.0, 'GNW': -0.22627737226277375, 'ADS': 0.050658241179568214, 'NBR': 0.0028233180403606003, 'REGN': -0.07950813777894968, 'AN': 0.19948729899790266, 'UPS': 0.05751321419582189, 'AMP': -0.0511975668483081, 'CHK': -0.21385542168674698, 'CMG': 0.06939427035201214, 'BAC': -0.10852713178294576}","{'AVP': -0.14114114114114107, 'BKNG': -0.1902257761053622, 'TT': 0.25000000000000006}"
2016-03-01,"{'TT': 3.0, 'DNR': 0.6946564885496184, 'POM': 0.569228787694091, 'HES': 0.2082813669244199, 'ZTS': 0.0684523809523809, 'SWN': 0.3654822335025381, 'GNW': 0.29999999999999993, 'ADS': 0.0365720524017466, 'REGN': -0.0706956118186975, 'LUV': 0.06134058867177831, 'HOT': -0.10071942446043165, 'PRGO': 0.006784709581333836, 'A': 0.058921161825726216, 'GE': 0.08116627265563445, 'GM': 0.060129136400322775}","{'HAR': 0.2741930318674669, 'BKNG': -0.004183578868641949, 'AVP': -0.2664907651715039}"
2016-04-01,"{'DNR': 0.8037383177570092, 'REGN': 0.007272921735875211, 'MNK': 0.03802091980740505, 'GNW': 0.23381294964028793, 'COV': 0.0, 'HAR': 0.06976715927510976, 'URI': 0.107196029776675, 'MYL': -0.09757680657723924, 'DO': 0.14596126594237127, 'AMGN': 0.055209194020881806, 'COG': 0.05094339622641518, 'FAST': -0.024847632442569042, 'AGN': -0.18746275771660112, 'RF': 0.2023289665211062, 'NBL': 0.18181818181818166}","{'CHK': -0.7261306532663316, 'AVP': 0.008438818565400852, 'TT': -0.0}"
2016-05-01,"{'HAR': 0.0869577069953724, 'HOT': 0.4583333333333333, 'COV': 0.0, 'GPS': -0.22110817941952504, 'DVN': 0.04817428659097862, 'WMB': 0.14379514116874598, 'WDC': 0.14600395368539967, 'AGN': 0.08795074758135445, 'THC': -0.08677816345850425, 'JNPR': 0.007582938388625599, 'RF': 0.040865384615384595, 'TGNA': -0.02077151335311581, 'OI': 0.023770038695411815, 'RL': 0.011188317041573465, 'SWN': 0.03875379939209725}","{'CHK': 0.3718887262079063, 'POM': 0.10576840144210045, 'TT': -0.0}"
2016-06-01,"{'COV': 0.0, 'STX': 0.09277777777777788, 'HRB': 0.0873146622734761, 'NE': 0.0012061991325113335, 'CHK': 0.0166270783847981, 'CF': -0.1288852051388313, 'THC': -0.038274182324286636, 'JWN': 0.0018007202881153144, 'HAR': 0.08163147792706343, 'KSS': 0.06652806652806659, 'ABC': 0.060928294295157275, 'MOS': 0.04729441840647633, 'RIG': 0.2145045965270686, 'FLIR': 0.0003419972640219413, 'OI': -0.0370976541189307}","{'HOT': 0.06130268199233716, 'AMZN': 0.007324178110694927, 'TT': -0.0}"
2016-07-01,"{'COV': 0.0, 'GNW': 0.10852713178294565, 'STX': 0.3227621483375958, 'NE': -0.10191664131426827, 'CF': 0.03162434115955918, 'HRB': 0.033838383838383744, 'MAT': 0.0667802385008517, 'ADS': 0.1817204878835097, 'CME': 0.053909318100678345, 'REGN': 0.21810888252149, 'GME': 0.15141693167491477, 'NTAP': 0.08183453237410074, 'BBBY': 0.04489577765900587, 'BAC': 0.09836065573770501, 'POM': 0.021978130298211215}","{'NBR': 0.10179708312638275, 'CNX': -0.22627182991647674, 'TT': -0.0}"
2016-08-01,"{'COV': 0.0, 'NE': -0.2077028885832187, 'DNR': 0.0807017543859649, 'GNW': 0.6198630136986303, 'GPS': -0.028275212064090383, 'FOSL': -0.09990545225338801, 'MAT': 0.007694773966014698, 'CF': 0.07778819119025306, 'WMB': 0.17987486965589153, 'AIG': 0.09855131605794747, 'AKAM': 0.08583860759493663, 'TGNA': -0.07109004739336496, 'POM': -0.09374902669199864, 'FAST': 0.007306889352818401, 'HIG': 0.035274815422477415}","{'AMZN': -0.012225775461592066, 'CNX': 0.05177791640673748, 'TT': -0.0}"
2016-09-01,"{'COV': 0.0, 'HAR': -0.07142821598650456, 'NEM': 0.03377803008799333, 'DNR': 0.07666666666666666, 'NE': 0.09688581314878886, 'RIG': 0.11041666666666672, 'FCX': 0.052999999999999936, 'MLM': -0.019186145226102135, 'ADS': 0.04832484174772264, 'PSA': 0.0033114296062502525, 'SHW': -0.023666691052746984, 'AZO': 0.03239589911720841, 'EXC': -0.018305084745762683, 'PFE': -0.02484266313348791, 'MUR': 0.14821272885789008}","{'GNW': -0.04862579281183922, 'CHK': -0.006420545746388443, 'TT': -0.0}"
2016-10-01,"{'HAR': 0.10256265976431246, 'MCK': -0.234952184511532, 'EMC': 0.009092331156388096, 'DNR': -0.2779456193353474, 'MOS': -0.039621016365202336, 'DO': -0.06466250709018721, 'SHW': -0.11258452291510143, 'MLM': 0.03574522145868237, 'FCX': 0.01879699248120294, 'KR': 0.04774052478134106, 'XLNX': -0.06340114556587005, 'KMI': -0.11334002006018061, 'COV': 0.0, 'FOSL': -0.011956521739130501, 'JNPR': 0.10077874484654159}","{'GAS': 0.06647807637906648, 'NBR': 0.02935995302407516, 'TT': -0.0}"
2016-11-01,"{'DNR': 0.5303643724696354, 'GNW': 0.028846153846153872, 'EMC': -0.03196063603060333, 'HOT': 0.22384428223844283, 'REGN': 0.09759203519333187, 'SHW': 0.09625194991357133, 'DO': 0.062352941176470514, 'AN': 0.024077046548956597, 'CPRI': -0.08753680078508343, 'CMG': 0.10006106361718667, 'SWN': 0.10623781676413255, 'HES': 0.15328305235137543, 'MHK': 0.07637790982936264, 'THC': -0.26246973365617426, 'EMR': 0.1085152838427949}","{'BAC': -0.2800519818063677, 'TT': -0.0, 'AVP': 0.1841704718417047}"
2016-12-01,"{'EMC': 0.1698091002061589, 'GNW': -0.11805555555555561, 'CTL': 0.010290556900726496, 'DNR': -0.10462287104622874, 'OKE': 0.027280663465735485, 'AMZN': -0.003375819034834683, 'MNST': -0.0035955056179774515, 'THC': -0.025607353906763004, 'C': 0.04701834862385323, 'SPG': -0.0069943783501110815, 'DVN': -0.0765794511805999, 'HAR': -0.3465337827176716, 'AGN': 0.08086752765516868, 'PSA': 0.08358671015534305, 'CF': 0.08221283134844412}","{'CHK': -0.002857142857142857, 'NBR': 0.0030659381089293745, 'TT': -0.0}"
2017-01-01,"{'HAR': -0.09091089014851644, 'GNW': -0.13846153846153847, 'DNR': -0.11842105263157889, 'SWN': -0.15, 'FCX': 0.23488905891354248, 'MCK': -0.00886262924667664, 'ATI': 0.3372307692307693, 'CNX': -0.062416998671978835, 'WYNN': 0.16326278004703548, 'AMZN': 0.08649989444796292, 'NRG': 0.34448160535117034, 'CTL': 0.06202457577530712, 'AMCR': 0.0, 'MNST': -0.04591265397536388, 'KR': -0.015556938394523958}","{'CHK': 0.10416666666666667, 'TT': -0.0, 'HOT': 0.05172413793103448}"
2017-02-01,"{'GNW': 0.1924198250728862, 'HAR': 0.39583306119783146, 'SWN': -0.1810250817884406, 'UAA': -0.047575057736720446, 'DNR': -0.1982248520710059, 'HBAN': 0.03193277310924361, 'NWSA': 0.0429553264604811, 'POM': 0.7633156822954722, 'HST': -0.008717310087173026, 'AZO': 0.010717128193868795, 'DO': 0.023086269744835904, 'WDC': -0.04466019417475727, 'CNX': -0.08912280701754383, 'MAT': -0.006341656757827988, 'CERN': 0.02664399092970515}","{'NE': 0.027656477438136883, 'CMG': 0.003735338202755093, 'TT': -0.0}"
2017-03-01,"{'DNR': -0.06859205776173283, 'QEP': -0.08627456734331557, 'CHK': 0.08, 'FCX': -0.03068862275449103, 'CNX': 0.0623100303951368, 'AVP': -0.013483146067415842, 'NWSA': 0.013888888888888883, 'AMAT': 0.06519241815048832, 'BA': -0.02740370479270817, 'HBAN': -0.06995230524642296, 'MRO': -0.021921341070277232, 'STT': -0.014550794286477152, 'AMCR': 0.08639308855291584, 'HST': 0.039875389408099725, 'HOG': 0.05153636717230647}","{'TT': -0.0, 'POM': 0.042253743552814034, 'EMC': -0.03667245013550524}"
2017-04-01,"{'DNR': -0.13281249999999994, 'CHK': -0.12479201331114809, 'BIIB': -0.010471395213076492, 'AZO': -0.03929215822345586, 'AVP': 0.09999999999999988, 'URBN': -0.03744215397559952, 'NFLX': 0.03749147920927062, 'AMGN': -0.007936507936507922, 'PBCT': -0.028967254408060507, 'NBR': -0.2142905588714053, 'HBAN': -0.04911092294665538, 'ORLY': -0.06710526315789471, 'SPG': -0.04074497411416663, 'NTRS': 0.04074490688663905, 'TXT': -0.018820046521463324}","{'TT': -0.0, 'HAR': 0.011236680658701896, 'EMC': 0.08735002202700258}"
2017-05-01,"{'DNR': -0.3139013452914798, 'CHK': -0.03619047619047619, 'NBR': -0.1456270716436664, 'NE': -0.15800415800415799, 'ORLY': -0.025599742392529323, 'BIIB': -0.08689883913764515, 'AZO': -0.1299253302699598, 'KIM': -0.13639143730886863, 'CVS': -0.06808228268082277, 'M': -0.19602032176121942, 'XEC': -0.078905278123334, 'OMC': 0.015982662874170484, 'LEG': -0.014075495841330853, 'COV': 0.0, 'CF': 0.011958762886597902}","{'HAR': -0.08238580699556461, 'EMC': -0.15181759457099664, 'POM': 0.08683562538735987}"
2017-06-01,"{'DNR': -0.03773584905660381, 'CHK': -0.025490196078431372, 'NBR': -0.06724715678310318, 'AVP': 0.11470588235294121, 'NE': -0.10396039603960394, 'GS': 0.04369172783177942, 'XEC': -0.127083534059158, 'COV': 0.0, 'CRM': -0.03777777777777784, 'SPG': 0.050353291186314694, 'DIS': -0.013668088406359021, 'CB': 0.017258124766529714, 'WMB': 0.06956155143338964, 'AZO': -0.05881770635693187, 'NI': -0.02724224643755233}","{'REGN': -0.06769565217391302, 'EMC': -0.0026813825554440718, 'FTR': 0.08570344424985404}"
2017-07-01,"{'DNR': -0.06410256410256415, 'CHK': -0.00998003992015968, 'NBR': -0.06090288458943845, 'NE': 0.09289617486338794, 'XEC': 0.046950416849495406, 'POM': -0.00931359803885164, 'COV': 0.0, 'CMG': -0.1732522065366394, 'DIS': 0.037265258215962466, 'ADSK': 0.09346624555862627, 'CCI': 0.0005534646889528133, 'HSY': -0.016274864376130245, 'IBM': -0.057994781960491994, 'HON': 0.016366204203705232, 'GOOG': 0.020083755399153733}","{'HOT': -0.030405405405405407, 'EMC': 0.1016028018840254, 'REGN': 0.005220558478348815}"
2017-08-01,"{'CHK': -0.2631578947368421, 'DNR': -0.27397260273972596, 'POM': -0.07547553006440688, 'CMG': -0.07954545454545456, 'NBR': -0.14935120982823594, 'NFLX': -0.042632473012219854, 'AZO': -0.02613246839408785, 'BIIB': 0.08858321870701509, 'CA': 0.07640974307640971, 'CRM': 0.04509138666958509, 'NSC': 0.06876871257485039, 'SHW': 0.008871410279861061, 'COV': 0.0, 'FDX': 0.025937314024995134, 'VTR': 0.012129613585167141}","{'FCX': -0.01201413427561837, 'REGN': -0.021167283189477915, 'HAR': 0.1525447444628451}"
2017-09-01,"{'CHK': 0.1780821917808219, 'DNR': 0.25233644859813087, 'AVP': -0.06451612903225812, 'POM': 0.08965872770388704, 'NE': 0.40672782874617724, 'COV': 0.0, 'NBR': 0.24541851563293943, 'WYNN': 0.05319068786257819, 'LB': 0.14845758354755786, 'LMT': 0.01415358744394626, 'CTL': -0.04682274247491634, 'UNH': -0.01601962012106029, 'PRU': 0.038913927668462196, 'AZO': 0.12031249999999993, 'HAS': -0.007987744829850136}","{'PXD': -0.13527705933066847, 'BBBY': 0.14279852277390234, 'RIG': -0.3121951219512196}"
2017-10-01,"{'AVP': -0.03404255319148939, 'DNR': -0.06106870229007639, 'CHK': -0.060240963855421686, 'COV': 0.0, 'FAST': 0.035154394299287337, 'POM': 0.018752978331760532, 'TPR': 0.022394249377937384, 'MAT': -0.08489954633830205, 'BKNG': 0.03989992385510722, 'LMT': -0.008484221417485702, 'MNK': -0.15252876639015242, 'AMT': 0.048388337564427966, 'DGX': 0.0031803725579280656, 'TAP': -0.011102299762093622, 'BBBY': -0.14971209213051828}","{'NE': 0.07555555555555553, 'GNW': 0.12433862433862428, 'HAR': 0.07488986784140969}"
2017-11-01,"{'NBR': 0.055949959706819305, 'EMC': -0.010982863896001546, 'CHK': 0.022613065326633167, 'DNR': 0.3779527559055118, 'FOSL': -0.10943396226415096, 'CMG': 0.11949246046340571, 'COV': 0.0, 'AVP': -0.13973799126637557, 'MNK': -0.313188542650299, 'VRTX': -0.020766881574482542, 'TGNA': 0.07924203273040482, 'CSCO': 0.08765315739868047, 'AAPL': 0.015294261593050286, 'GT': 0.07226771092915632, 'AMP': 0.040318735953143}","{'AMZN': -0.06454677039985517, 'GNW': -0.0149700598802396, 'NE': 0.004761904761904872}"
2017-12-01,"{'AVP': 0.07537688442211062, 'HOT': -0.1712962962962963, 'PBI': 0.047790525333479696, 'EMC': 0.11538779715572811, 'FOSL': 0.10212765957446805, 'CTL': 0.14661984196663738, 'CSCO': 0.0325297705489398, 'FTR': -0.14898974003902568, 'COV': 0.0, 'ATI': 0.05414847161572062, 'DHI': 0.0022312373225152017, 'HUM': -0.04728990940331141, 'FSLR': 0.09468223086900124, 'BA': 0.062691420577003, 'L': -0.008634538152610437}","{'NE': -0.05116279069767436, 'SWN': 0.13219284603421458, 'AMZN': 0.002201271276822599}"
2018-01-01,"{'HOT': -0.002793296089385475, 'FTR': 0.2061855670103092, 'AVP': 0.1355140186915888, 'BBBY': 0.047619047619047686, 'DISCA': 0.09189895470383272, 'HAR': 0.07674418604651163, 'CSCO': 0.08219559765951526, 'CNX': -0.05145565335138794, 'TGNA': 0.024626865671641796, 'POM': 0.2937592853872534, 'PBI': 0.25421716856178933, 'MAT': 0.02723735408560311, 'CAH': 0.16345644106732637, 'M': 0.005481955230698995, 'HUM': 0.1301989887457185}","{'AZO': -0.06824461997934532, 'NE': -0.026258205689277923, 'DNR': -0.09954751131221728}"
2018-02-01,"{'SWN': -0.1271393643031785, 'CHK': -0.19197707736389685, 'INTC': 0.040293855743543966, 'PSA': -0.008510638297872238, 'HBAN': -0.02712100139082062, 'VTR': -0.13596401553874463, 'COP': -0.0746322210261931, 'STZ': -0.014533232342359504, 'KIM': -0.05899705014749267, 'IPG': 0.08588957055214723, 'MNK': -0.06659205372132072, 'ROST': -0.044360902255639, 'AGN': -0.1393647291098078, 'AMG': -0.0440293874172185, 'EQT': -0.07026652821045348}","{'GAS': 0.08908507223113965, 'POM': 0.06522367147665066, 'DNR': 0.10975609756097562}"
2018-03-01,"{'COV': 0.0, 'HOT': 2.0950413223140494, 'CHK': 0.06713780918727916, 'FTR': 0.07225433526011561, 'SWN': 0.20612813370473546, 'GOOGL': -0.06525226670512092, 'GOOG': -0.06867231714912393, 'GE': -0.04747550866616421, 'ORLY': 0.015392193079669991, 'CI': -0.14143793527242934, 'SHW': -0.02356260484977896, 'BIIB': -0.04959911145048773, 'TGNA': -0.15144418423106956, 'MRO': 0.1087570621468926, 'MLM': 0.01591511936339526}","{'FITB': 0.03337696335078533, 'POM': 0.09230651282247863, 'BKNG': -0.022500626655722705}"
2018-04-01,"{'COV': 0.0, 'GOOG': -0.0053675133454566875, 'GOOGL': -0.008797026138066455, 'FTR': 0.12771739130434787, 'GE': 0.04599524187153054, 'PBI': -0.05892350672941081, 'POM': -0.10511696651546812, 'DISCK': 0.13194090677534387, 'MAR': 0.012724779030783201, 'SHW': -0.06016960208741031, 'NFLX': 0.07028841542782757, 'HAR': -0.3465909090909091, 'GT': -0.04993958920660485, 'JEF': 0.06445115810674729, 'LRCX': -0.08152400835073072}","{'BKNG': -0.0519553909091349, 'EMC': 0.14377108773183614, 'HOT': 0.15835411471321695}"
2018-05-01,"{'COV': 0.0, 'HAR': -0.04521739130434783, 'FTR': -0.10481927710843385, 'GOOGL': 0.08235757158319398, 'GOOG': 0.07036876270149758, 'POM': -0.009520555096771847, 'REGN': -0.008615851846961389, 'EMC': -0.04477492154958625, 'HUM': -0.010867690184578347, 'PBI': -0.10877875545703357, 'KIM': 0.0649247822644496, 'AVP': -0.28853754940711457, 'NOC': 0.015636059455633528, 'APA': -0.015400678673975552, 'GAS': -0.18923766816143497}","{'CMG': -0.01627725672706652, 'QEP': -0.011716281532339327, 'NE': -0.19827586206896552}"
2018-06-01,"{'COV': 0.0, 'AVP': -0.1049723756906077, 'HAR': -0.034071550255536626, 'FTR': -0.27762803234501343, 'FOSL': 0.22247497725204735, 'PBI': -0.058246763723920576, 'GAS': -0.03804347826086957, 'EMC': -0.0037042642853159775, 'UAA': 0.060377358490566094, 'GWW': -0.0045587101531859246, 'MRO': -0.02584968884633792, 'POM': 0.0631177423039863, 'GOOGL': 0.014664785644325181, 'RIG': 0.06497622820919179, 'REGN': 0.14485298997809795}","{'CHK': -0.17752808988764046, 'HOT': 0.18680089485458612, 'NE': -0.14054054054054058}"
2018-07-01,"{'COV': 0.0, 'AVP': -0.012422360248447215, 'FTR': -0.018796992481203107, 'HAR': -0.007079646017699115, 'GOOG': 0.107606915377616, 'GOOGL': 0.10030035414892198, 'XEC': -0.022340643574502897, 'PBI': 0.025853716803588712, 'EMC': 0.026018262357475223, 'DNR': -0.046511627906976875, 'GAS': 0.009195402298850575, 'BLK': 0.01761726964507969, 'IRM': 0.006016042780748653, 'HRB': 0.11089957163255583, 'NBR': -0.06123339149107502}","{'MU': -0.024650621118012344, 'NE': 0.05958132045088568, 'CHK': 0.08171206225680934}"
2018-08-01,"{'COV': 0.0, 'AVP': 0.24374999999999994, 'UAA': 0.030745967741935457, 'HAR': -0.05309734513274336, 'GNW': 0.0, 'DNR': 0.251685393258427, 'PPL': 0.03881987577639751, 'GME': -0.07975099037917366, 'FOSL': -0.12874711760184465, 'NLSN': 0.12895716945996274, 'ABC': 0.1065209101309266, 'LUV': 0.05757042253521132, 'DISCK': 0.04995904995904991, 'INTC': 0.013746454287584607, 'MO': 0.0}","{'MU': 0.002658564375237248, 'ISRG': -0.09711419783319944, 'UNP': -0.014422740320660741}"
2018-09-01,"{'COV': 0.0, 'FOSL': 0.031914893617021385, 'GNW': -0.10322580645161299, 'NWL': -0.06113092205807434, 'HAR': 0.12149532710280374, 'THC': -0.1549881235154394, 'DLTR': 0.013673088875077616, 'HOT': 0.05555555555555555, 'AVY': 0.03625916385971861, 'IVZ': -0.049111318989710044, 'M': -0.021536483445837293, 'PDCO': 0.07636539391010141, 'EMC': 0.1333267612449926, 'XEC': 0.09133858267716544, 'KR': -0.07707509881422925}","{'LM': -0.0017476406850751734, 'F': 0.028968713789107762, 'GAS': -0.12330097087378641}"
2018-10-01,"{'COV': 0.0, 'GNW': 0.02147971360381858, 'PHM': -0.01195383347073383, 'EQT': -0.23741610738255034, 'IVZ': -0.05068897637795281, 'GE': -0.22427652733118966, 'KLAC': -0.10658658251043468, 'URBN': -0.037326177116369874, 'SWN': 0.021032504780114612, 'WMB': -0.11037891268533771, 'LRCX': -0.05903041169574514, 'HSY': 0.04792429792429786, 'REGN': -0.16527644496936594, 'DAL': -0.056173725771715644, 'ADP': -0.04823989569752283}","{'AVP': 0.11363636363636373, 'GAS': 0.10189982728842832, 'NE': 0.3008356545961003}"
2018-11-01,"{'COV': 0.0, 'DNR': -0.34492753623188416, 'CHK': -0.18888888888888888, 'GNW': 0.09647058823529416, 'NVDA': -0.22943517816527667, 'NE': -0.1918604651162791, 'AMZN': 0.041046361939723996, 'NBR': -0.35400626110500044, 'NOC': -0.009058253943463974, 'FTR': -0.26844262295081966, 'ADBE': 0.021164882575603356, 'GWW': 0.10768895507209543, 'UNH': 0.0735746853201356, 'NFLX': -0.060606060606060545, 'BDX': 0.09851144190179954}","{'MCO': -0.09665687508742497, 'HOT': -0.09195402298850575, 'F': 0.013636363636363748}"
2018-12-01,"{'COV': 0.0, 'DNR': -0.2904564315352698, 'NE': -0.394919168591224, 'FTR': -0.3497267759562842, 'POM': -0.15669165217173678, 'NFLX': -0.08707663972168209, 'HAR': -0.04892367906066536, 'CHK': -0.3114754098360656, 'GAS': -0.07872340425531915, 'EMC': 0.18474176578817786, 'BBBY': -0.12260216847372815, 'GE': 0.00555555555555556, 'BDX': -0.10983170947741365, 'WYNN': -0.1615466101694915, 'ADBE': -0.1322158720417321}","{'DRI': 0.10106382978723404, 'PBI': 0.30470404707851917, 'HOT': 0.24125874125874125}"
