,long,short
2015-11-01,"{'COV': 0.0, 'CNX': 0.1948998178506374, 'CMG': -0.04991803278688532, 'ES': -0.00045413260672107225, 'WEC': -0.02553485162180813, 'CMI': -0.020367054610563935, 'MCO': 0.0890801385939421, 'STX': -0.03340440653873494, 'LUV': -0.012623985572587969, 'POM': 0.0, 'CPB': 0.026630557436244633, 'PWR': 0.0995975855130785, 'EQT': -0.12762892538173437, 'HOG': -0.010861865407319973, 'SYY': 0.0027716186252772015, 'FLR': 0.025451180009255007, 'NOV': 0.001701644923426043, 'FOSL': -0.2916589946602836, 'UNP': -0.05440479161467431, 'WDC': -0.0662671836446952}",{}
2015-12-01,"{'TT': 0.25000000000000006, 'ATI': -0.10941271118262265, 'COV': 0.0, 'PRU': -0.0642201834862385, 'CHK': -0.1461100569259962, 'ES': 0.013901549680948026, 'FCX': -0.18000000000000005, 'CCI': 0.01358281358281344, 'SPG': 0.039578348315333405, 'KMI': -0.3680203045685279, 'PVH': -0.1927830500993158, 'NTAP': -0.12407680945347119, 'CMG': -0.17732478398024953, 'PCAR': -0.04652266793258962, 'XRX': 0.0073921971252566615, 'DISCK': -0.14768502872592096, 'WEC': 0.03256794751640114, 'BEN': -0.12122093023255809, 'SEE': -0.011393306432471018, 'TDC': -0.11786310517529208}",{}
2016-01-01,"{'DNR': -0.22388059701492527, 'COV': 0.0, 'HAR': 0.06666635703703014, 'CMG': -0.033560913164070755, 'ADS': -0.26321513186002266, 'ORLY': 0.05011068625477959, 'HES': -0.12186865267434, 'FCX': -0.30312500000000003, 'GNW': -0.24043715846994543, 'HOT': 0.1346938775510204, 'COL': 0.2776726584673605, 'PVH': 0.009138742730545508, 'SHW': -0.006381594992277138, 'MRO': -0.2252328535139712, 'DOV': -0.027835288704853942, 'RHI': -0.05655466161855184, 'FMC': -0.05521071545246644, 'MPC': -0.1913691821057388, 'AMG': -0.13490691489361697, 'NWSA': -0.01145662847790512}",{}
2016-02-01,"{'DNR': -0.09859154929577459, 'GNW': -0.22627737226277375, 'POM': 0.015873091206796173, 'HBAN': 0.02213001383125854, 'RF': -0.0759493670886076, 'REGN': -0.07950813777894968, 'FCX': 0.6949541284403667, 'HAR': 0.2653039027511197, 'AMCR': 0.02244039270687239, 'ADS': 0.050658241179568214, 'DVN': -0.2718293164757013, 'SHW': 0.08555769391682712, 'CMG': 0.06939427035201214, 'EFX': -0.0016077170418006088, 'MRK': -0.0036347114947751858, 'NBR': 0.0028233180403606003, 'MMM': 0.05806255231717522, 'CF': 0.23200312989045382, 'HOT': -0.06474820143884892, 'NTAP': 0.14490527393753191}",{}
2016-03-01,"{'TT': 3.0, 'DNR': 0.6946564885496184, 'SWN': 0.3654822335025381, 'HES': 0.2082813669244199, 'POM': 0.569228787694091, 'CPRI': -0.0005264081417792794, 'KEY': 0.04108108108108117, 'CBRE': 0.12140077821011677, 'ZTS': 0.0684523809523809, 'CTL': 0.05234297108673982, 'AN': -0.12073836880768513, 'RCL': 0.09454119713156751, 'PEAK': 0.09246417013407306, 'DHI': 0.11996873778819853, 'GE': 0.08086785009861922, 'R': 0.13163739147991108, 'IPG': 0.06637649619151265, 'IVZ': 0.13651238896680684, 'VNO': 0.08627518512140517, 'LLY': -0.008596868283696688}",{}
2016-04-01,"{'KIM': -0.01316386745347266, 'HAR': 0.06976715927510976, 'GLW': -0.09703504043126689, 'FAST': -0.024847632442569042, 'BSX': 0.1709401709401711, 'MUR': 0.45747236905333977, 'COG': 0.05094339622641518, 'RF': 0.2023289665211062, 'MS': 0.09313725490196077, 'FIS': 0.03394039735099345, 'JNPR': -0.07879843273835432, 'XRX': -0.13140398904966755, 'PWR': 0.06281066425666519, 'NBL': 0.18181818181818166, 'ZION': 0.1467391304347827, 'MO': 0.005847953216374251, 'HBAN': 0.058096415327564974, 'EW': 0.20654396728016355, 'DO': 0.14596126594237127, 'MOS': 0.04083266613290631}",{}
2016-05-01,"{'HAR': 0.0869577069953724, 'AVP': -0.17584745762711856, 'GPS': -0.22110817941952504, 'AMCR': 0.06941431670281982, 'RF': 0.040865384615384595, 'HOT': 0.4583333333333333, 'SWN': 0.03875379939209725, 'CNX': 0.017488076311605774, 'AES': -0.005274261603375602, 'GNW': 0.024930747922437758, 'NEM': -0.07550077041602474, 'CNP': 0.06267332224070987, 'FCX': -0.2102941176470588, 'NRG': 0.09103448275862071, 'STX': 0.10171568627450982, 'HBAN': 0.030127462340672047, 'NI': 0.0515361744301288, 'MRO': -0.06405425772418988, 'IPG': 0.04052684903748738, 'CTL': -0.11262135922330098}",{}
2016-06-01,"{'AVP': -0.02583979328165377, 'CHK': 0.0166270783847981, 'GPS': 0.1828687967369135, 'NE': 0.0012061991325113335, 'ATI': 0.046166529266281835, 'HRL': 0.06255924170616127, 'CF': -0.1288852051388313, 'KR': 0.027794561933534793, 'PBI': -0.03939766567972131, 'MOS': 0.04729441840647633, 'FLIR': 0.0003419972640219413, 'CTL': 0.07240811848601209, 'GLW': -0.010165864098448435, 'RIG': 0.2145045965270686, 'JWN': 0.0018007202881153144, 'COV': 0.0, 'GNW': -0.29120879120879123, 'HOG': -0.020463510848126365, 'M': 0.02854908095424327, 'GME': -0.07208758221869065}",{}
2016-07-01,"{'GNW': 0.10852713178294565, 'CHK': 0.2752941176470588, 'RF': 0.08689839572192518, 'KEY': 0.07476635514018679, 'COV': 0.0, 'ADS': 0.1817204878835097, 'HBAN': 0.06824146981627302, 'SWN': 0.14263322884012541, 'ATI': 0.3993685872138911, 'DVN': 0.06391087657578422, 'DAL': 0.06426426426426429, 'CME': 0.053909318100678345, 'MRO': -0.08345120226308343, 'CRM': 0.02776730745068468, 'PVH': 0.07076627944154322, 'MAR': 0.07988587731811685, 'F': -0.006711409395973182, 'NRG': -0.07713498622589526, 'CMA': 0.113881961762261, 'PBCT': 0.050080775444264876}",{}
2016-08-01,"{'WMB': 0.17987486965589153, 'GLW': 0.025870646766169132, 'GNW': 0.6198630136986303, 'COV': 0.0, 'TGNA': -0.07109004739336496, 'FAST': 0.007306889352818401, 'FTR': -0.11538498804986758, 'COL': 0.06925268463729994, 'T': -0.05477888730385149, 'FITB': 0.058298631766805505, 'NRG': -0.12143928035982003, 'KMI': 0.08796296296296294, 'HPQ': 0.02252614641995182, 'HIG': 0.035274815422477415, 'SWN': -0.04068965517241378, 'CB': 0.02158084042459872, 'NTRS': 0.050470626419993614, 'MRO': 0.12225705329153609, 'MMM': 0.01848101265822777, 'NWSA': 0.08627773212818411}",{}
2016-09-01,"{'HAR': -0.07142821598650456, 'RIG': 0.11041666666666672, 'NE': 0.09688581314878886, 'FCX': 0.052999999999999936, 'COV': 0.0, 'BMY': -0.06381733021077289, 'NUE': 0.025439407955596703, 'PSA': 0.0033114296062502525, 'DO': -0.023294509151414403, 'MLM': -0.019186145226102135, 'ADS': 0.04832484174772264, 'DLTR': -0.041995387789780236, 'AZO': 0.03239589911720841, 'NI': 0.008411214953271016, 'BSX': -0.011217282924802641, 'POM': 0.023255935235227707, 'PDCO': -0.004320203303684923, 'VZ': -0.0029485144023588695, 'AVY': 0.00823447313328666, 'JWN': 0.02207357859531777}",{}
2016-10-01,"{'MCK': -0.234952184511532, 'COV': 0.0, 'GME': -0.12830777581761438, 'NRG': -0.05839416058394165, 'CTSH': 0.05537737866153509, 'KMI': -0.11334002006018061, 'SPG': -0.09857543337719543, 'MLM': 0.03574522145868237, 'FCX': 0.01879699248120294, 'HST': -0.001493651979088973, 'AZO': -0.02767005554973274, 'ZTS': -0.07661849138784395, 'MOS': -0.039621016365202336, 'HAR': 0.10256265976431246, 'LOW': -0.07045827735482896, 'VFC': -0.031051964512040682, 'DG': -0.0027075812274369253, 'GRMN': 0.014841849148418478, 'FOSL': -0.011956521739130501, 'PDCO': -0.0576428203808544}",{}
2016-11-01,"{'DNR': 0.5303643724696354, 'AMZN': -0.06061326658322897, 'GNW': 0.028846153846153872, 'HES': 0.15328305235137543, 'HOT': 0.22384428223844283, 'COV': 0.0, 'CHK': 0.26582278481012656, 'VZ': 0.032663924510041166, 'CMG': 0.10006106361718667, 'BMY': 0.10828583954405974, 'REGN': 0.09759203519333187, 'EMR': 0.1085152838427949, 'MU': 0.13546511627906987, 'DO': 0.062352941176470514, 'JNPR': 0.07136788445199659, 'PEAK': -0.034117647058823565, 'NEM': -0.13938179736691464, 'KMI': 0.07619047619047616, 'CBRE': 0.12383900928792567, 'EMC': -0.03196063603060333}",{}
2016-12-01,"{'CTL': 0.010290556900726496, 'AMZN': -0.003375819034834683, 'THC': -0.025607353906763004, 'FMC': 0.0025845358604350086, 'AME': 0.020425714900021562, 'COV': 0.0, 'NFX': -0.1297808336914482, 'ZBH': 0.016209097355891083, 'WFC': 0.03717948717948722, 'TRIP': -0.040707141195626885, 'DVN': -0.0765794511805999, 'AVP': -0.059813084112149424, 'GNW': -0.11805555555555561, 'FTR': -0.03998770026634348, 'TXT': 0.04753635771651829, 'CME': 0.04891853648675969, 'NWSA': -0.011839708561020108, 'OKE': 0.027280663465735485, 'STI': 0.04597225098364048, 'MNST': -0.0035955056179774515}",{}
2017-01-01,"{'FCX': 0.23488905891354248, 'SWN': -0.15, 'WYNN': 0.16326278004703548, 'COV': 0.0, 'HOG': -0.028204144282425153, 'GPS': 0.013381369016984127, 'RL': -0.03114268798105399, 'POM': 0.11184178172597828, 'NWSA': 0.0639853747714809, 'AMCR': 0.0, 'NUE': -0.02764891445537209, 'GNW': -0.13846153846153847, 'SPGI': 0.10853973414937372, 'FISV': 0.005804156524995362, 'TJX': -0.00871520944616256, 'GM': 0.046895640686922, 'ATI': 0.3372307692307693, 'UHS': 0.05452304191162526, 'PG': 0.052743175192154844, 'T': -0.0008566533409480621}",{}
2017-02-01,"{'HBAN': 0.03193277310924361, 'CNX': -0.08912280701754383, 'COV': 0.0, 'HST': -0.008810572687224705, 'KEY': 0.03648732220160791, 'SWN': -0.1810250817884406, 'MRO': -0.057668711656441794, 'UAA': -0.047575057736720446, 'SNA': -0.06248138662219299, 'M': 0.13284920973942757, 'GNW': 0.1924198250728862, 'MSFT': 0.0, 'NWSA': 0.0429553264604811, 'KMI': -0.0516359918200408, 'BDX': 0.040805385119437626, 'DO': 0.023086269744835904, 'GD': 0.046897289586305194, 'TJX': 0.05236343051231253, 'DNR': -0.1982248520710059, 'NAVI': 0.015772870662460654}",{}
2017-03-01,"{'COV': 0.0, 'DNR': -0.06859205776173283, 'FCX': -0.03068862275449103, 'HBAN': -0.06995230524642296, 'CHK': 0.08, 'NBR': -0.11705383119526053, 'NFLX': 0.034794175301036116, 'JCI': 0.002868318122555396, 'CNX': 0.0623100303951368, 'MSI': 0.08698556921432377, 'HRL': -0.01887366818873682, 'RL': 0.025782937365010753, 'OMC': 0.011127110878387149, 'NWSA': 0.013888888888888883, 'EL': 0.019390926041019295, 'WMB': 0.0385103681760474, 'PVH': 0.11886136462407645, 'NAVI': -0.04447852760736184, 'ZTS': -0.006838905775075977, 'DISCA': 0.002757669769045098}",{}
2017-04-01,"{'DNR': -0.13281249999999994, 'COV': 0.0, 'POM': 0.3320897312458372, 'NBR': -0.2142905588714053, 'RIG': -0.1140562248995984, 'AMGN': -0.007936507936507922, 'URBN': -0.03744215397559952, 'HBAN': -0.04911092294665538, 'NSC': 0.04684085510688842, 'MKC': 0.02202785876255271, 'AIZ': 0.004376122082585285, 'SPG': -0.04074497411416663, 'QEP': -0.06934291894847727, 'IBM': -0.07781324820430977, 'SEE': 0.008445945945945981, 'CMI': -0.003994770482277828, 'BAC': -0.013110307414105004, 'FB': 0.058620446699076956, 'MLM': 0.009106780540744618, 'YUM': 0.03634251576501833}",{}
2017-05-01,"{'COV': 0.0, 'DNR': -0.3139013452914798, 'NE': -0.15800415800415799, 'EOG': -0.024038461538461443, 'NBR': -0.1456270716436664, 'IVZ': -0.03254113345521026, 'MAR': 0.14012738853503173, 'PEP': 0.041959406713505044, 'HAS': 0.05802939575394679, 'VAR': 0.0892091079089209, 'ORLY': -0.025599742392529323, 'TGT': -0.0009976057462090415, 'M': -0.19602032176121942, 'PXD': -0.03742461865909888, 'XRAY': 0.0009707167125059888, 'WMT': 0.05372791265622748, 'IRM': -0.0007235890014471626, 'AEE': 0.0357856857257097, 'MCO': 0.004634892872759084, 'DE': 0.09102964857440574}",{}
2017-06-01,"{'DNR': -0.03773584905660381, 'COV': 0.0, 'NE': -0.10396039603960394, 'AVP': 0.11470588235294121, 'RIG': -0.09560439560439553, 'NBR': -0.06724715678310318, 'POM': -0.006173807919823519, 'CRM': -0.03777777777777784, 'DIS': -0.013668088406359021, 'SPG': 0.050353291186314694, 'UNP': -0.015068096203998863, 'IBM': 0.0067430883344572244, 'CB': 0.017258124766529714, 'QEP': 0.005976520811099227, 'HON': -0.001999333555481582, 'LUV': 0.03421595598349385, 'PPG': 0.032640949554896256, 'CCI': -0.008698524554062895, 'WYNN': 0.017606490872210966, 'CVX': 0.006217955710701354}",{}
2017-07-01,"{'TDC': 0.07645466847090669, 'DNR': -0.06410256410256415, 'IVZ': -0.019263264616424476, 'NE': 0.09289617486338794, 'POM': -0.00931359803885164, 'COV': 0.0, 'CCI': 0.0005534646889528133, 'IBM': -0.057994781960491994, 'NBR': -0.06090288458943845, 'RTN': 0.05930615672847088, 'XEC': 0.046950416849495406, 'GOOG': 0.020083755399153733, 'BKNG': 0.08032827919708997, 'BAX': -0.004922763537599714, 'INTC': 0.05844572896596019, 'THC': -0.10659114315139033, 'ROK': 0.014402618657937733, 'LRCX': 0.11743296442100574, 'DLTR': 0.029273168642010527, 'MCK': -0.020690086260782614}",{}
2017-08-01,"{'CMG': -0.07954545454545456, 'COV': 0.0, 'UNH': 0.028421394543092247, 'CRM': 0.04509138666958509, 'MRO': -0.08658743633276737, 'NFLX': -0.042632473012219854, 'QEP': -0.12817279819000257, 'HST': -0.0322388059701492, 'POM': -0.07547553006440688, 'SHW': 0.008871410279861061, 'DAL': -0.04593487168427853, 'NE': -0.1809045226130654, 'IPG': -0.0597171293871137, 'EMC': 0.0, 'XEC': 0.009765830095558044, 'IQV': 0.05969984550871768, 'HBAN': -0.056313993174061446, 'NAVI': -0.0945194598888006, 'FLS': -0.044845360824742136, 'LB': -0.20738853503184715}",{}
2017-09-01,"{'AVP': -0.06451612903225812, 'DNR': 0.25233644859813087, 'COV': 0.0, 'CTL': -0.04682274247491634, 'POM': 0.08965872770388704, 'NBR': 0.24541851563293943, 'KEY': 0.08985879332477538, 'CHK': 0.1780821917808219, 'CAG': 0.03534852989758838, 'TPR': -0.026759432700026762, 'FOSL': 0.12139423076923074, 'FTR': -0.08613618395045457, 'DVN': 0.16938435940099833, 'MDLZ': 0.0023566378633150934, 'CLX': -0.04773732826205081, 'DISCK': -0.037529691211401386, 'LMT': 0.01415358744394626, 'MAT': -0.04797047970479711, 'UAA': 0.016656384947563205, 'NLSN': 0.06493884682585896}",{}
2017-10-01,"{'AVP': -0.03404255319148939, 'COV': 0.0, 'AAPL': 0.09579628132578819, 'KEY': -0.03345070422535213, 'FTR': 0.03681467128783124, 'AMT': 0.048388337564427966, 'GME': -0.09491374047527519, 'LMT': -0.008484221417485702, 'ACN': 0.06286867432474383, 'MAT': -0.08489954633830205, 'MHK': 0.05480335267569308, 'DISCK': -0.12352362204724417, 'TPR': 0.022394249377937384, 'CMG': -0.11694975804618248, 'HON': 0.01662763466042151, 'POM': 0.018752978331760532, 'CRM': 0.09197609901835259, 'TRIP': -0.087800875273523, 'WELL': -0.0551232166018158, 'MNK': -0.15252876639015242}",{}
2017-11-01,"{'EMC': -0.010982863896001546, 'NBR': 0.055949959706819305, 'FOSL': -0.10943396226415096, 'CMG': 0.11949246046340571, 'NAVI': 0.025092936802973937, 'COV': 0.0, 'JWN': 0.1532947339398951, 'CAH': -0.02664461595001843, 'AGN': -0.011646562481430742, 'LM': 0.03822762814943528, 'AIV': 0.008544795442775904, 'LNC': 0.007007708479327261, 'NWL': -0.23695227463019813, 'PFE': 0.04485154769425136, 'PSA': 0.024239518406051798, 'GT': 0.07226771092915632, 'TSCO': 0.13458555919352064, 'MNK': -0.313188542650299, 'CSX': 0.10317297850562945, 'OMC': 0.055600715330840655}",{}
2017-12-01,"{'CTL': 0.14661984196663738, 'HPQ': -0.01068158697863687, 'INTC': 0.03205128205128209, 'COV': 0.0, 'FOSL': 0.10212765957446805, 'PBI': 0.047790525333479696, 'MYL': 0.1444414390045984, 'CMCSA': 0.07788873038516417, 'HOT': -0.1712962962962963, 'ADBE': -0.023786975655952215, 'BKR': 0.05346250448510938, 'BAC': 0.04521674140508211, 'BA': 0.062691420577003, 'CSCO': 0.03249414519906343, 'ROK': 0.01766958424507653, 'PNR': -0.010981770261366132, 'FB': 0.00244276543770952, 'PWR': 0.03111702127659579, 'FLIR': 0.002446619217081838, 'KR': 0.0715754833401893}",{}
2018-01-01,"{'MAT': 0.02723735408560311, 'TGNA': 0.024626865671641796, 'COV': 0.0, 'HPQ': 0.10096889342172363, 'PCG': -0.043076229138475496, 'HAR': 0.07674418604651163, 'BDX': 0.12947499760053757, 'UNH': 0.07130426602699777, 'HUM': 0.130212800718866, 'BWA': 0.09495729971533147, 'MET': -0.05397788857576419, 'ETFC': 0.050723161540028414, 'CI': 0.020637254901960823, 'MYL': 0.011806375442739079, 'CCL': 0.06529820591562953, 'SWN': -0.2535211267605633, 'MMM': 0.06246560264171714, 'LM': 0.008381351492928242, 'XEL': -0.053336308859629554, 'V': 0.08436086223720385}",{}
2018-02-01,"{'SWN': -0.1271393643031785, 'COV': 0.0, 'KIM': -0.05899705014749267, 'JNPR': -0.004977187888842845, 'OXY': -0.1255935058967683, 'GE': -0.11342281879194627, 'MUR': -0.19191919191919196, 'BBBY': -0.06429615197272286, 'COP': -0.0746322210261931, 'NWL': -0.020137103684661477, 'HIG': -0.09824497919305228, 'CNX': 0.1503221188260558, 'STX': -0.02415660141607671, 'TGNA': -0.1107871720116619, 'REGN': -0.12612833728762715, 'RRC': -0.06393678160919544, 'NBR': -0.1778968297801834, 'DISCA': -0.024077046548956718, 'IP': -0.044768164860543545, 'HPQ': 0.006976744186046446}",{}
2018-03-01,"{'COV': 0.0, 'FTR': 0.07225433526011561, 'HOT': 2.0950413223140494, 'GOOGL': -0.06525226670512092, 'GOOG': -0.06867231714912393, 'EMC': 0.24620949804873676, 'CTL': -0.051428571428571476, 'HBAN': -0.02569593147751602, 'GE': -0.047547169811320816, 'NBR': 0.08612952916750376, 'RRC': 0.08924485125858124, 'BIIB': -0.04959911145048773, 'REGN': 0.07494927423130947, 'MHK': -0.031892274982282094, 'DNR': 0.25688073394495414, 'ORLY': 0.015392193079669991, 'SWN': 0.20612813370473546, 'NE': -0.04134366925064603, 'URI': -0.011615930418860158, 'CL': 0.04085393948702191}",{}
2018-04-01,"{'COV': 0.0, 'GOOGL': -0.008797026138066455, 'GOOG': -0.0053675133454566875, 'POM': -0.10511696651546812, 'PBI': -0.05892350672941081, 'GS': -0.051467531387710964, 'NE': 0.26558265582655827, 'FTR': 0.12771739130434787, 'EXPE': 0.0507889085986369, 'LRCX': -0.08152400835073072, 'RIG': 0.25967413441955184, 'ES': 0.020245842371655776, 'NFLX': 0.07028841542782757, 'TRIP': -0.07964601769911493, 'URBN': 0.09014618299945873, 'DISCK': 0.13194090677534387, 'VMC': -0.018786516853932615, 'GME': 0.09112669137676942, 'ABC': 0.05194962460644231, 'ORLY': 0.043139970669708344}",{}
2018-05-01,"{'COV': 0.0, 'HAR': -0.04521739130434783, 'FTR': -0.10481927710843385, 'POM': -0.009520555096771847, 'AVP': -0.28853754940711457, 'REGN': -0.008615851846961389, 'KIM': 0.0649247822644496, 'PBI': -0.10877875545703357, 'EMC': -0.04477492154958625, 'PDCO': -0.09904306220095696, 'GOOGL': 0.08235757158319398, 'BLK': 0.03138247520269992, 'RCL': -0.031213535589264953, 'FOSL': 0.4743935309973045, 'MNK': 0.29615384615384627, 'LMT': -0.012394235854045478, 'AAPL': 0.12729300941993052, 'LUV': -0.032465007776049666, 'RRC': 0.14749262536873156, 'OI': -0.08299798792756533}",{}
2018-06-01,"{'COV': 0.0, 'AVP': -0.1049723756906077, 'EMC': -0.0037042642853159775, 'GNW': 0.2857142857142857, 'HAR': -0.034071550255536626, 'CTL': 0.04438466711499665, 'DVN': 0.05802901450725364, 'FIS': 0.0330809087285772, 'KMI': 0.05617977528089885, 'GAS': -0.03804347826086957, 'POM': 0.0631177423039863, 'GWW': -0.0045587101531859246, 'FTR': -0.27762803234501343, 'MAT': 0.053915275994865314, 'HST': -0.023046092184368778, 'UAA': 0.060377358490566094, 'WMT': 0.031336174479819505, 'DISCK': 0.2865792129162462, 'HAS': 0.058395929246425886, 'RIG': 0.06497622820919179}",{}
