,long,short
2015-11-01,"{'COV': 0.0, 'CNX': 0.1948998178506374, 'AKAM': -0.0513749382512761, 'R': -0.0752284595300261, 'CMG': -0.04991803278688532, 'POM': 0.0, 'HOG': -0.010861865407319973, 'PRGO': -0.06643425639676376, 'WDC': -0.0662671836446952, 'CF': -0.08956602031394281, 'MCO': 0.0890801385939421, 'IQV': 0.06234374999999992, 'CMI': -0.020367054610563935, 'UNP': -0.05440479161467431, 'PNC': 0.05154639175257721, 'WEC': -0.02553485162180813, 'FOSL': -0.2916589946602836, 'BKR': 0.026116003644093513, 'LUV': -0.012623985572587969, 'T': -0.0003802281368821887, 'EQT': -0.12762892538173437, 'ES': -0.00045413260672107225, 'SNA': 0.04180256939359649, 'FLR': 0.025451180009255007, 'WELL': -0.01137701059238914, 'CPB': 0.026630557436244633, 'ATI': -0.13314646110721798, 'PVH': 0.004208660981282484, 'WMT': 0.026963196221216245, 'HP': 0.054241338112305755}",{}
2015-12-01,"{'TT': 0.25000000000000006, 'COV': 0.0, 'CHK': -0.1461100569259962, 'AVP': 0.1882352941176471, 'PCAR': -0.04652266793258962, 'KMI': -0.3680203045685279, 'FCX': -0.18000000000000005, 'SPG': 0.039578348315333405, 'NBL': -0.10437317784256556, 'XRX': 0.0073921971252566615, 'PRU': -0.0642201834862385, 'HP': -0.07418397626112759, 'ATI': -0.10941271118262265, 'SWN': -0.2073578595317726, 'ES': 0.013901549680948026, 'WEC': 0.03256794751640114, 'THC': -0.09525231412361902, 'MYL': 0.04221279876638392, 'ZION': -0.09304851556842868, 'SEE': -0.011393306432471018, 'J': -0.04896907216494837, 'BEN': -0.12122093023255809, 'MCK': 0.03722411331942463, 'GWW': 0.012480756542775513, 'LUV': -0.06240036438168971, 'PVH': -0.1927830500993158, 'PNR': -0.13056292366637193, 'AVB': 0.014991069150293588, 'TXN': -0.04629266378972145, 'MUR': -0.2169534200587494}",{}
2016-01-01,"{'COV': 0.0, 'DNR': -0.22388059701492527, 'TT': 4.333333333333334, 'FCX': -0.30312500000000003, 'HAR': 0.06666635703703014, 'COL': 0.2776726584673605, 'HOT': 0.1346938775510204, 'CMG': -0.033560913164070755, 'HES': -0.12186865267434, 'BAX': -0.028141543605461075, 'PVH': 0.009138742730545508, 'MDLZ': -0.022371364653243814, 'GPS': 0.024961793173713807, 'RHI': -0.05655466161855184, 'MRO': -0.2252328535139712, 'AMG': -0.13490691489361697, 'JEF': -0.027586206896551748, 'FLR': -0.035116662738628374, 'KSU': -0.03131342418092216, 'MOS': -0.11788132218239748, 'QCOM': -0.08273724368144966, 'OXY': 0.025881470367591947, 'LUV': -0.09806872335089031, 'NWSA': -0.01145662847790512, 'PFG': -0.13259519308668657, 'ABT': -0.13310069790628107, 'JNPR': -0.1318905675786034, 'IP': -0.079349593495935, 'JWN': -0.014425314099581142, 'R': -0.0497191595589765}",{}
2016-02-01,"{'COV': 0.0, 'DNR': -0.09859154929577459, 'FCX': 0.6949541284403667, 'GNW': -0.22627737226277375, 'POM': 0.015873091206796173, 'ADS': 0.050658241179568214, 'REGN': -0.07950813777894968, 'HBAN': 0.02213001383125854, 'NBR': 0.0028233180403606003, 'CMG': 0.06939427035201214, 'RF': -0.0759493670886076, 'BLK': 0.00018039470361154298, 'DVN': -0.2718293164757013, 'OXY': 0.020678092399403863, 'AN': 0.19948729899790266, 'AGN': 0.02368588186946604, 'HAR': 0.2653039027511197, 'NTAP': 0.14490527393753191, 'CF': 0.23200312989045382, 'ORLY': 0.0, 'NAVI': 0.13852242744063334, 'MMM': 0.05806255231717522, 'SBUX': -0.037156704361873995, 'EFX': -0.0016077170418006088, 'MRK': -0.0036347114947751858, 'BMY': 0.0009186110600771111, 'IBM': 0.06410130558555022, 'BBY': 0.16374745417515274, 'QEP': -0.21417655371873665, 'BIIB': -0.040393578456758006}",{}
2016-03-01,"{'TT': 3.0, 'COV': 0.0, 'DNR': 0.6946564885496184, 'SWN': 0.3654822335025381, 'PFG': 0.0424148606811147, 'POM': 0.569228787694091, 'HES': 0.2082813669244199, 'ZTS': 0.0684523809523809, 'KEY': 0.04108108108108117, 'GL': 0.051869722557297916, 'MS': -0.0030946065428824176, 'EOG': 0.11499599037690449, 'APH': 0.08229329173166924, 'QEP': 0.4354127087940038, 'FTI': 0.10217290799815076, 'R': 0.13163739147991108, 'LOW': 0.11100508905852412, 'CBRE': 0.12140077821011677, 'RCL': 0.09454119713156751, 'VNO': 0.08627518512140517, 'DHI': 0.11996873778819853, 'GE': 0.08086785009861922, 'NSC': 0.12967359050445096, 'GNW': 0.29999999999999993, 'CTXS': 0.0946840880615715, 'HOT': -0.10071942446043165, 'ADS': 0.0365720524017466, 'PRGO': 0.006784709581333836, 'FIS': 0.08094981111710739, 'STZ': 0.06091408220804279}",{}
2016-04-01,"{'COV': 0.0, 'LNC': 0.12007986309184257, 'BSX': 0.1709401709401711, 'KIM': -0.01316386745347266, 'TXT': 0.0744472432129864, 'MUR': 0.45747236905333977, 'HAR': 0.06976715927510976, 'IRM': 0.09830781627719586, 'MNK': 0.03802091980740505, 'ZION': 0.1467391304347827, 'FAST': -0.024847632442569042, 'BWA': -0.05441217930645616, 'AMP': 0.02345339236568156, 'WDC': -0.1281800391389433, 'PFG': 0.088762701733413, 'XRX': -0.13140398904966755, 'C': 0.11591148577449943, 'COP': 0.21336689038031328, 'DO': 0.14596126594237127, 'RF': 0.2023289665211062, 'CMA': 0.1814625338549504, 'LM': -0.06296547054840892, 'URI': 0.107196029776675, 'ALXN': 0.025097519687936973, 'EXPE': 0.0840975609756098, 'MS': 0.09313725490196077, 'FIS': 0.03394039735099345, 'MNST': 0.08143982002249713, 'ETFC': 0.04054054054054058, 'HOT': -0.232}",{}
2016-05-01,"{'COV': 0.0, 'HAR': 0.0869577069953724, 'HOT': 0.4583333333333333, 'AMCR': 0.06941431670281982, 'RF': 0.040865384615384595, 'HBAN': 0.030127462340672047, 'SWN': 0.03875379939209725, 'CNX': 0.017488076311605774, 'AES': -0.005274261603375602, 'GPS': -0.22110817941952504, 'MOS': -0.09786747905559787, 'CSX': -0.023940345368916774, 'MRO': -0.06405425772418988, 'NEM': -0.07550077041602474, 'RL': 0.011188317041573465, 'FLR': -0.030944300259532924, 'NRG': 0.09103448275862071, 'HSY': 0.004045692527367791, 'FOSL': -0.31624141315014714, 'GME': -0.11307810944302367, 'AVP': -0.17584745762711856, 'ETFC': 0.1075050709939149, 'JNPR': 0.007582938388625599, 'BBBY': -0.05708039834831191, 'TGT': -0.1276441611127209, 'VRTX': 0.10576923076923091, 'STX': 0.10171568627450982, 'EA': 0.23790322580645162, 'BSX': 0.036040145985401416, 'HRB': 0.048037492677211496}",{}
2016-06-01,"{'COV': 0.0, 'AVP': -0.02583979328165377, 'GPS': 0.1828687967369135, 'NE': 0.0012061991325113335, 'ATI': 0.046166529266281835, 'PBI': -0.03939766567972131, 'CF': -0.1288852051388313, 'HRL': 0.06255924170616127, 'HRB': 0.08719955282280596, 'RF': -0.11384976525821594, 'STX': 0.09285312324141824, 'M': 0.02854908095424327, 'JWN': 0.0018007202881153144, 'KR': 0.027794561933534793, 'MOS': 0.04729441840647633, 'FOSL': 0.01566393734425067, 'KSS': 0.06652806652806659, 'GME': -0.07208758221869065, 'FLIR': 0.0003419972640219413, 'FCX': 0.005586592178770996, 'PVH': 0.006770553465878664, 'UAA': 0.06360985952822704, 'DAL': -0.16176100628930817, 'MCO': -0.05000531971486317, 'GT': -0.07646826960977537, 'AES': 0.1311300639658847, 'MA': -0.08180943214629458, 'CTL': 0.07240811848601209, 'TGT': 0.01242338910054663, 'RIG': 0.2145045965270686}",{}
2016-07-01,"{'COV': 0.0, 'GNW': 0.10852713178294565, 'AVP': 0.06282722513089, 'RF': 0.08689839572192518, 'HBAN': 0.06824146981627302, 'ADS': 0.1817204878835097, 'KEY': 0.07476635514018679, 'F': -0.006711409395973182, 'CME': 0.053909318100678345, 'POM': 0.021978130298211215, 'DVN': 0.06391087657578422, 'T': 0.01299451342766375, 'ATI': 0.3993685872138911, 'PBI': 0.08727906076635265, 'HST': 0.09005763688760807, 'BAC': 0.09836065573770501, 'MAR': 0.07988587731811685, 'PVH': 0.07076627944154322, 'PBCT': 0.050080775444264876, 'AMCR': 0.012889366272824835, 'SWN': 0.14263322884012541, 'REGN': 0.21810888252149, 'CRM': 0.02776730745068468, 'NE': -0.10191664131426827, 'BLK': 0.07080709044867217, 'MHK': 0.10090099583750464, 'CMG': 0.05997500000000002, 'NAVI': 0.19037871033776882, 'BBY': 0.09593023255813955, 'TEL': 0.05552375500858622}",{}
2016-08-01,"{'COV': 0.0, 'GNW': 0.6198630136986303, 'NRG': -0.12143928035982003, 'WMB': 0.17987486965589153, 'NE': -0.2077028885832187, 'HPQ': 0.02252614641995182, 'DOV': 0.027363184079601987, 'POM': -0.09374902669199864, 'F': -0.0009689922480619948, 'EMR': -0.044782251437962196, 'AKAM': 0.08583860759493663, 'RHI': 0.055274888558692406, 'QEP': 0.06229000181620052, 'DNR': 0.0807017543859649, 'KMI': 0.08796296296296294, 'NTRS': 0.050470626419993614, 'T': -0.05477888730385149, 'CF': 0.07778819119025306, 'DVA': -0.1674610331057581, 'FTR': -0.11538498804986758, 'ADP': 0.019821605550049484, 'NWSA': 0.08627773212818411, 'SRCL': -0.04317827732027593, 'FITB': 0.058298631766805505, 'COF': 0.0706301636157461, 'HIG': 0.035274815422477415, 'AIG': 0.09855131605794747, 'DVN': 0.1481274455002794, 'HP': -0.007933194154488423, 'DO': -0.18884497145366713}",{}
2016-09-01,"{'COV': 0.0, 'HAR': -0.07142821598650456, 'RIG': 0.11041666666666672, 'NE': 0.09688581314878886, 'TT': 0.0, 'FCX': 0.052999999999999936, 'BMY': -0.06381733021077289, 'MLM': -0.019186145226102135, 'POM': 0.023255935235227707, 'ADS': 0.04832484174772264, 'DNR': 0.07666666666666666, 'DO': -0.023294509151414403, 'PSA': 0.0033114296062502525, 'NRG': -0.07344150298889847, 'JWN': 0.02207357859531777, 'AMG': 0.01666666666666675, 'DLTR': -0.041995387789780236, 'OI': 0.024445707788516187, 'NUE': 0.025439407955596703, 'MNST': -0.04860031104199067, 'SCHW': -0.0019907100199071754, 'PNW': 0.014387399666818157, 'CB': -0.004807692307692327, 'AVY': 0.00823447313328666, 'CPRI': -0.04275777414075293, 'HPQ': 0.0888364779874213, 'PFE': -0.02484266313348791, 'BSX': -0.011217282924802641, 'VMC': 0.0035642478523121965, 'EQR': -0.00122699386503068}",{}
2016-10-01,"{'COV': 0.0, 'TT': 0.0, 'DNR': -0.2779456193353474, 'ICE': 0.007687758722649331, 'GME': -0.12830777581761438, 'NRG': -0.05839416058394165, 'POM': 0.12195188652585723, 'MNST': -0.011912096939823338, 'MCK': -0.234952184511532, 'BSX': -0.07094594594594593, 'MLM': 0.03574522145868237, 'CTSH': 0.05537737866153509, 'HST': -0.001493651979088973, 'AMZN': -0.055239234449760706, 'DISCK': -0.041968714231209514, 'HAR': 0.10256265976431246, 'DO': -0.06466250709018721, 'MOS': -0.039621016365202336, 'FCX': 0.01879699248120294, 'CPRI': 0.08946577987556323, 'FOSL': -0.011956521739130501, 'AVY': -0.0978563474387528, 'KMI': -0.11334002006018061, 'PSA': -0.039857320099255626, 'LYB': -0.015917934205871925, 'DAL': 0.06426592797783934, 'SHW': -0.11258452291510143, 'VFC': -0.031051964512040682, 'DG': -0.0027075812274369253, 'PDCO': -0.0576428203808544}",{}
2016-11-01,"{'COV': 0.0, 'DNR': 0.5303643724696354, 'GNW': 0.028846153846153872, 'TT': 0.0, 'AMZN': -0.06061326658322897, 'REGN': 0.09759203519333187, 'HES': 0.15328305235137543, 'CHK': 0.26582278481012656, 'HOT': 0.22384428223844283, 'JNPR': 0.07136788445199659, 'CMG': 0.10006106361718667, 'SHW': 0.09625194991357133, 'BIIB': 0.0501374852694355, 'EMR': 0.1085152838427949, 'DO': 0.062352941176470514, 'VZ': 0.032663924510041166, 'PEAK': -0.034117647058823565, 'KMI': 0.07619047619047616, 'RIG': 0.3285272914521111, 'VFC': 0.0041367298062268175, 'CBRE': 0.12383900928792567, 'AVB': -0.040272001056314746, 'BMY': 0.10828583954405974, 'AZO': 0.05463163706386924, 'NEM': -0.13938179736691464, 'COG': 0.05489021956087832, 'SWN': 0.10623781676413255, 'MLM': 0.16704152723682056, 'PNR': 0.04229074889867856, 'NWSA': -0.053586862575626705}",{}
2016-12-01,"{'COV': 0.0, 'TT': 0.0, 'AMZN': -0.003375819034834683, 'CTL': 0.010290556900726496, 'FMC': 0.0025845358604350086, 'MNST': -0.0035955056179774515, 'THC': -0.025607353906763004, 'TRIP': -0.040707141195626885, 'ZBH': 0.016209097355891083, 'GNW': -0.11805555555555561, 'AVP': -0.059813084112149424, 'STI': 0.04597225098364048, 'AME': 0.020425714900021562, 'DVN': -0.0765794511805999, 'FTR': -0.03998770026634348, 'HAL': 0.00343920695933647, 'WFC': 0.03717948717948722, 'EOG': -0.043597800471327545, 'PBI': 0.061491374513077374, 'CAT': -0.033937170373767415, 'NWSA': -0.011839708561020108, 'OKE': 0.027280663465735485, 'CME': 0.04891853648675969, 'AGN': 0.08086752765516868, 'KLAC': -0.01270839027056582, 'FB': -0.028129751647237695, 'ES': 0.08604498798864377, 'XYL': -0.045921450151057426, 'EW': 0.13152173913043474, 'FLR': -0.030465949820788554}",{}
2017-01-01,"{'COV': 0.0, 'TT': 0.0, 'HAR': -0.09091089014851644, 'SWN': -0.15, 'GNW': -0.13846153846153847, 'POM': 0.11184178172597828, 'WYNN': 0.16326278004703548, 'AMZN': 0.08649989444796292, 'L': -0.013589301121656655, 'AMCR': 0.0, 'GM': 0.046895640686922, 'CNX': -0.062416998671978835, 'RL': -0.03114268798105399, 'HOG': -0.028204144282425153, 'ATI': 0.3372307692307693, 'AVP': 0.14035087719298242, 'FCX': 0.23488905891354248, 'FMC': 0.05116772823779186, 'DIS': 0.05077350257834183, 'FLIR': -0.02998846597462512, 'OI': 0.06743515850144081, 'RHI': -0.04905578467549377, 'HAS': 0.06285954819699739, 'MRO': -0.05594817432273258, 'COP': -0.040468583599574136, 'NUE': -0.02764891445537209, 'PG': 0.052743175192154844, 'ORCL': 0.043096349162777936, 'SPGI': 0.10853973414937372, 'M': -0.1826689774696708}",{}
2017-02-01,"{'COV': 0.0, 'HBAN': 0.03193277310924361, 'CNX': -0.08912280701754383, 'TT': 0.0, 'SWN': -0.1810250817884406, 'POM': 0.7633156822954722, 'HST': -0.008810572687224705, 'MRO': -0.057668711656441794, 'WDC': -0.04466019417475727, 'MSFT': 0.0, 'KEY': 0.03648732220160791, 'CBRE': 0.16748607014093725, 'UAA': -0.047575057736720446, 'M': 0.13284920973942757, 'DO': 0.023086269744835904, 'NAVI': 0.015772870662460654, 'T': -0.01168424052436602, 'GT': 0.07849031396125578, 'CMCSA': -0.005988023952095833, 'RIG': -0.018465909090909075, 'SNA': -0.06248138662219299, 'DISCK': 0.012991699747383595, 'HIG': -0.0017632797002424135, 'MOS': 0.0026631158455393427, 'PBCT': 0.01635372501514231, 'KMI': -0.0516359918200408, 'LM': 0.18175338560228077, 'MS': 0.05456821026282852, 'RF': 0.049042145593869636, 'TJX': 0.05236343051231253}",{}
2017-03-01,"{'COV': 0.0, 'DNR': -0.06859205776173283, 'TT': 0.0, 'CHK': 0.08, 'FCX': -0.03068862275449103, 'HBAN': -0.06995230524642296, 'QEP': -0.08627456734331557, 'CNX': 0.0623100303951368, 'NBR': -0.11705383119526053, 'NWSA': 0.013888888888888883, 'DO': -0.020515826494724377, 'RL': 0.025782937365010753, 'MRO': -0.021921341070277232, 'AVP': -0.013483146067415842, 'NFLX': 0.034794175301036116, 'MSI': 0.08698556921432377, 'JCI': 0.002868318122555396, 'OMC': 0.011127110878387149, 'PVH': 0.11886136462407645, 'DISCA': 0.002757669769045098, 'WMB': 0.0385103681760474, 'HD': 0.006823913365969559, 'ZTS': -0.006838905775075977, 'AVGO': 0.032310773771874315, 'NAVI': -0.04447852760736184, 'PEAK': -0.04033430232558138, 'EL': 0.019390926041019295, 'SCHW': -0.016838401608444378, 'IQV': 0.03896271448845305, 'LH': 0.002235417394341552}",{}
2017-04-01,"{'COV': 0.0, 'DNR': -0.13281249999999994, 'TT': 0.0, 'NBR': -0.2142905588714053, 'HBAN': -0.04911092294665538, 'URBN': -0.03744215397559952, 'RIG': -0.1140562248995984, 'GS': -0.026954921803127935, 'AIZ': 0.004376122082585285, 'QEP': -0.06934291894847727, 'NSC': 0.04684085510688842, 'MLM': 0.009106780540744618, 'AMGN': -0.007936507936507922, 'GWW': -0.1720316380023912, 'SPG': -0.04074497411416663, 'MKC': 0.02202785876255271, 'SEE': 0.008445945945945981, 'ETFC': -0.009085580304806424, 'NFLX': 0.03749147920927062, 'TDC': -0.061434544869733036, 'CMI': -0.003994770482277828, 'PSA': -0.04390445235515668, 'AAPL': -0.0004373815424989231, 'FB': 0.058620446699076956, 'EIX': 0.0044235159817351925, 'CHK': -0.12479201331114809, 'BAC': -0.013110307414105004, 'WU': -0.023902167871039454, 'CA': 0.03288391976323578, 'HUM': 0.0740428903967115}",{}
2017-05-01,"{'COV': 0.0, 'DNR': -0.3139013452914798, 'NE': -0.15800415800415799, 'NBR': -0.1456270716436664, 'TT': 0.0, 'EOG': -0.024038461538461443, 'IVZ': -0.03254113345521026, 'MAR': 0.14012738853503173, 'PEP': 0.041959406713505044, 'OMC': 0.015982662874170484, 'CME': 0.006355530259912746, 'ORLY': -0.025599742392529323, 'DE': 0.09102964857440574, 'AEE': 0.0357856857257097, 'VAR': 0.0892091079089209, 'HAS': 0.05802939575394679, 'HSY': 0.07319515369980978, 'V': 0.04498153742866729, 'WMT': 0.05372791265622748, 'CVS': -0.06808228268082277, 'FLR': -0.1251564455569462, 'GWW': -0.10181798026826282, 'UNP': -0.01356385519151783, 'APH': 0.02788051209103852, 'LHX': 0.010217596972563844, 'PXD': -0.03742461865909888, 'AAPL': 0.057107790051259814, 'BXP': -0.043587958935096496, 'MCK': 0.17904975682753466, 'MAC': -0.07125700560448363}",{}
