,long,short
2015-11-01,"{'POM': 0.0, 'CHK': -0.24063400576368876, 'CNX': 0.1948998178506374, 'AKAM': -0.0513749382512761, 'PRGO': -0.06643425639676376, 'CMG': -0.04991803278688532, 'R': -0.0752284595300261, 'SRCL': -0.0033025099075297696, 'BIIB': -0.026008420480782182, 'BKR': 0.026116003644093513, 'WDC': -0.0662671836446952, 'MDLZ': -0.058046248230297325, 'UHS': -0.00540585495675309, 'QEP': 0.030709112211748508, 'FOSL': -0.2916589946602836}","{'EXPE': 0.09433092640958674, 'BKNG': 0.14581096147137887, 'TT': 0.8125}"
2015-12-01,"{'TT': 0.25000000000000006, 'POM': -0.014285805816409631, 'CHK': -0.1461100569259962, 'AVP': 0.1882352941176471, 'HP': -0.07418397626112759, 'DVN': -0.30130597014925375, 'APA': -0.09870953135612405, 'FCX': -0.18000000000000005, 'PVH': -0.1927830500993158, 'FFIV': -0.059280100902299404, 'NE': -0.20196421927322344, 'JEF': -0.022457067371202104, 'JWN': -0.11835897435897443, 'FDX': -0.06374133949191702, 'ADM': -0.003450439146800484}","{'GNW': 0.26284584980237147, 'AMCR': 0.0012626262626262356, 'HOT': 0.2737430167597765}"
2016-01-01,"{'DNR': -0.22388059701492527, 'POM': -0.11594061594061597, 'CHK': -0.23648648648648649, 'FCX': -0.30312500000000003, 'HAR': 0.06666635703703014, 'AMG': -0.13490691489361697, 'HOT': 0.1346938775510204, 'NE': -0.26578647453109006, 'UPS': -0.022354513424857288, 'QCOM': -0.08273724368144966, 'NBR': -0.1320673167832734, 'URI': -0.32625509773590217, 'PVH': 0.009138742730545508, 'TSCO': 0.057606335419593695, 'EMN': -0.07949070887818303}","{'OKE': -0.03764581124072115, 'TT': -4.333333333333334, 'M': -0.17284417549167927}"
2016-02-01,"{'DNR': -0.09859154929577459, 'POM': 0.015873091206796173, 'FCX': 0.6949541284403667, 'HBAN': 0.02213001383125854, 'COV': 0.0, 'ADS': 0.050658241179568214, 'NBR': 0.0028233180403606003, 'CHK': -0.21385542168674698, 'REGN': -0.07950813777894968, 'AN': 0.19948729899790266, 'BAC': -0.10852713178294576, 'UNP': 0.1200000000000001, 'GNW': -0.22627737226277375, 'LUV': 0.11512791991101225, 'BA': -0.0030055414670798644}","{'MRO': 0.11904761904761912, 'AVP': -0.14114114114114107, 'TT': 0.25000000000000006}"
2016-03-01,"{'TT': 3.0, 'DNR': 0.6946564885496184, 'POM': 0.569228787694091, 'HES': 0.2082813669244199, 'ZTS': 0.0684523809523809, 'ADS': 0.0365720524017466, 'SWN': 0.3654822335025381, 'CHK': 0.5606060606060606, 'REGN': -0.0706956118186975, 'CPRI': -0.0005264081417792794, 'A': 0.058921161825726216, 'GE': 0.08116627265563445, 'THC': 0.15029821073558652, 'QEP': 0.4354127087940038, 'HOT': -0.10071942446043165}","{'BKNG': -0.004183578868641949, 'EMC': 0.15079462624400417, 'AVP': -0.2664907651715039}"
2016-04-01,"{'HAR': 0.06976715927510976, 'RF': 0.2023289665211062, 'URI': 0.107196029776675, 'DNR': 0.8037383177570092, 'REGN': 0.007272921735875211, 'MNK': 0.03802091980740505, 'COG': 0.05094339622641518, 'KIM': -0.01316386745347266, 'NBL': 0.18181818181818166, 'AGN': -0.18746275771660112, 'MYL': -0.09757680657723924, 'GNW': 0.23381294964028793, 'KR': -0.06718124642652928, 'MNST': 0.08143982002249713, 'FAST': -0.024847632442569042}","{'AVP': 0.008438818565400852, 'CHK': -0.7261306532663316, 'TT': -0.0}"
2016-05-01,"{'HOT': 0.4583333333333333, 'HAR': 0.0869577069953724, 'GPS': -0.22110817941952504, 'WMB': 0.14379514116874598, 'COV': 0.0, 'LB': -0.12766293198674447, 'SWN': 0.03875379939209725, 'DVN': 0.04817428659097862, 'WDC': 0.14600395368539967, 'JNPR': 0.007582938388625599, 'RF': 0.040865384615384595, 'AGN': 0.08795074758135445, 'BWA': -0.055094786729857806, 'NTAP': 0.07778295295761536, 'CNX': 0.017488076311605774}","{'DNR': -0.02295918367346935, 'POM': 0.10576840144210045, 'TT': -0.0}"
2016-06-01,"{'COV': 0.0, 'JWN': 0.0018007202881153144, 'NE': 0.0012061991325113335, 'HRB': 0.0873146622734761, 'STX': 0.09277777777777788, 'THC': -0.038274182324286636, 'CF': -0.1288852051388313, 'KSS': 0.06652806652806659, 'ABC': 0.060928294295157275, 'CSX': -0.003654080389768569, 'CTL': 0.07240811848601209, 'LM': -0.12904324140279205, 'RL': -0.03754106053495998, 'FLIR': 0.0003419972640219413, 'HAR': 0.08163147792706343}","{'HOT': 0.06130268199233716, 'AMZN': 0.007324178110694927, 'TT': -0.0}"
2016-07-01,"{'GNW': 0.10852713178294565, 'COV': 0.0, 'NE': -0.10191664131426827, 'POM': 0.021978130298211215, 'CF': 0.03162434115955918, 'STX': 0.3227621483375958, 'HRB': 0.033838383838383744, 'ADS': 0.1817204878835097, 'MAT': 0.0667802385008517, 'DNR': -0.20110192837465565, 'HBAN': 0.06824146981627302, 'GME': 0.15141693167491477, 'AMG': 0.045164133068957966, 'NEM': 0.10400866738894897, 'CME': 0.053909318100678345}","{'CNX': -0.22627182991647674, 'NBR': 0.10179708312638275, 'TT': -0.0}"
2016-08-01,"{'COV': 0.0, 'NE': -0.2077028885832187, 'DNR': 0.0807017543859649, 'GNW': 0.6198630136986303, 'GPS': -0.028275212064090383, 'WMB': 0.17987486965589153, 'FOSL': -0.09990545225338801, 'MAT': 0.007694773966014698, 'CF': 0.07778819119025306, 'HPQ': 0.02252614641995182, 'FAST': 0.007306889352818401, 'POM': -0.09374902669199864, 'NRG': -0.12143928035982003, 'AKAM': 0.08583860759493663, 'AIG': 0.09855131605794747}","{'CNX': 0.05177791640673748, 'AMZN': -0.012225775461592066, 'TT': -0.0}"
2016-09-01,"{'COV': 0.0, 'HAR': -0.07142821598650456, 'DNR': 0.07666666666666666, 'NE': 0.09688581314878886, 'RIG': 0.11041666666666672, 'NEM': 0.03377803008799333, 'MLM': -0.019186145226102135, 'ADS': 0.04832484174772264, 'FCX': 0.052999999999999936, 'PSA': 0.0033114296062502525, 'SPG': -0.03668717047451673, 'MCK': -0.09730033745781783, 'THC': -0.05543976656940385, 'SHW': -0.023666691052746984, 'EXC': -0.018305084745762683}","{'AVP': 0.012259194395796898, 'CHK': -0.006420545746388443, 'TT': -0.0}"
2016-10-01,"{'HAR': 0.10256265976431246, 'EMC': 0.009092331156388096, 'MCK': -0.234952184511532, 'DNR': -0.2779456193353474, 'DO': -0.06466250709018721, 'MLM': 0.03574522145868237, 'MOS': -0.039621016365202336, 'JNPR': 0.10077874484654159, 'FCX': 0.01879699248120294, 'HRB': -0.003990024937655952, 'KR': 0.04774052478134106, 'SHW': -0.11258452291510143, 'XLNX': -0.06340114556587005, 'CTSH': 0.05537737866153509, 'FISV': -0.006256306760847531}","{'NE': 0.2195892575039494, 'NBR': 0.02935995302407516, 'TT': -0.0}"
2016-11-01,"{'DNR': 0.5303643724696354, 'GNW': 0.028846153846153872, 'REGN': 0.09759203519333187, 'DO': 0.062352941176470514, 'HOT': 0.22384428223844283, 'SHW': 0.09625194991357133, 'AN': 0.024077046548956597, 'CMG': 0.10006106361718667, 'EMC': -0.03196063603060333, 'HES': 0.15328305235137543, 'RIG': 0.3285272914521111, 'ICE': 0.033550424314189774, 'SWN': 0.10623781676413255, 'EMR': 0.1085152838427949, 'HAR': -0.06976715927510976}","{'NBR': -0.3305754392488611, 'AVP': 0.1841704718417047, 'TT': -0.0}"
2016-12-01,"{'GNW': -0.11805555555555561, 'DNR': -0.10462287104622874, 'CTL': 0.010290556900726496, 'OKE': 0.027280663465735485, 'EMC': 0.1698091002061589, 'SPG': -0.0069943783501110815, 'AMZN': -0.003375819034834683, 'THC': -0.025607353906763004, 'MNST': -0.0035955056179774515, 'RF': 0.060082304526749, 'AGN': 0.08086752765516868, 'C': 0.04701834862385323, 'MCK': -0.02089055949110897, 'HAR': -0.3465337827176716, 'DVN': -0.0765794511805999}","{'HUM': 0.03725385843533789, 'CHK': -0.002857142857142857, 'TT': -0.0}"
2017-01-01,"{'GNW': -0.13846153846153847, 'HAR': -0.09091089014851644, 'DNR': -0.11842105263157889, 'AMZN': 0.08649989444796292, 'SWN': -0.15, 'FCX': 0.23488905891354248, 'MCK': -0.00886262924667664, 'NRG': 0.34448160535117034, 'MUR': -0.09810916874777025, 'WYNN': 0.16326278004703548, 'CNX': -0.062416998671978835, 'CTL': 0.06202457577530712, 'ATI': 0.3372307692307693, 'AMCR': 0.0, 'POM': 0.11184178172597828}","{'CHK': 0.10416666666666667, 'HOT': 0.05172413793103448, 'TT': -0.0}"
2017-02-01,"{'GNW': 0.1924198250728862, 'HAR': 0.39583306119783146, 'SWN': -0.1810250817884406, 'UAA': -0.047575057736720446, 'POM': 0.7633156822954722, 'DNR': -0.1982248520710059, 'AZO': 0.010717128193868795, 'DO': 0.023086269744835904, 'WDC': -0.04466019417475727, 'NWSA': 0.0429553264604811, 'HST': -0.008717310087173026, 'CERN': 0.02664399092970515, 'MAT': -0.006341656757827988, 'HBAN': 0.03193277310924361, 'CMCSA': -0.005952380952380976}","{'EMC': -0.1585440492428216, 'TT': -0.0, 'NE': 0.027656477438136883}"
2017-03-01,"{'DNR': -0.06859205776173283, 'QEP': -0.08627456734331557, 'FCX': -0.03068862275449103, 'CHK': 0.08, 'CNX': 0.0623100303951368, 'NWSA': 0.013888888888888883, 'AZO': -0.022918609207983727, 'AVP': -0.013483146067415842, 'AMAT': 0.06519241815048832, 'CF': -0.08246708246708244, 'HBAN': -0.06995230524642296, 'STT': -0.014550794286477152, 'T': -0.00548024228439587, 'AMCR': 0.08639308855291584, 'HST': 0.039875389408099725}","{'TT': -0.0, 'POM': 0.042253743552814034, 'EMC': -0.03667245013550524}"
2017-04-01,"{'DNR': -0.13281249999999994, 'CHK': -0.12479201331114809, 'BIIB': -0.010471395213076492, 'AZO': -0.03929215822345586, 'NBR': -0.2142905588714053, 'QEP': -0.06934291894847727, 'NFLX': 0.03749147920927062, 'URBN': -0.03744215397559952, 'M': -0.01295986622073588, 'AMGN': -0.007936507936507922, 'XRAY': 0.01246105919003112, 'HBAN': -0.04911092294665538, 'NTRS': 0.04074490688663905, 'ORLY': -0.06710526315789471, 'RIG': -0.1140562248995984}","{'TT': -0.0, 'HAR': 0.011236680658701896, 'EMC': 0.08735002202700258}"
2017-05-01,"{'DNR': -0.3139013452914798, 'CHK': -0.03619047619047619, 'NBR': -0.1456270716436664, 'ORLY': -0.025599742392529323, 'BIIB': -0.08689883913764515, 'NE': -0.15800415800415799, 'AZO': -0.1299253302699598, 'M': -0.19602032176121942, 'OMC': 0.015982662874170484, 'COF': -0.04286089929003425, 'KIM': -0.13639143730886863, 'QEP': -0.14893783328411875, 'THC': 0.061617458279845896, 'CF': 0.011958762886597902, 'GWW': -0.10181798026826282}","{'ISRG': -0.09072371480699752, 'EMC': -0.15181759457099664, 'POM': 0.08683562538735987}"
2017-06-01,"{'DNR': -0.03773584905660381, 'NBR': -0.06724715678310318, 'CHK': -0.025490196078431372, 'AVP': 0.11470588235294121, 'GS': 0.04369172783177942, 'XEC': -0.127083534059158, 'NE': -0.10396039603960394, 'SPG': 0.050353291186314694, 'DIS': -0.013668088406359021, 'TDC': 0.07785087719298242, 'AZO': -0.05881770635693187, 'QEP': 0.005976520811099227, 'CRM': -0.03777777777777784, 'WMB': 0.06956155143338964, 'CB': 0.017258124766529714}","{'REGN': -0.06769565217391302, 'EMC': -0.0026813825554440718, 'FTR': 0.08570344424985404}"
2017-07-01,"{'DNR': -0.06410256410256415, 'CHK': -0.00998003992015968, 'NBR': -0.06090288458943845, 'NE': 0.09289617486338794, 'XEC': 0.046950416849495406, 'POM': -0.00931359803885164, 'CMG': -0.1732522065366394, 'ADSK': 0.09346624555862627, 'DIS': 0.037265258215962466, 'OI': -0.00042680324370456723, 'HSY': -0.016274864376130245, 'TDC': 0.07645466847090669, 'CCI': 0.0005534646889528133, 'HON': 0.016366204203705232, 'MKC': -0.021493820526598605}","{'EMC': 0.1016028018840254, 'HOT': -0.030405405405405407, 'HAR': -1.6309608523216412}"
2017-08-01,"{'CHK': -0.2631578947368421, 'DNR': -0.27397260273972596, 'NBR': -0.14935120982823594, 'POM': -0.07547553006440688, 'CMG': -0.07954545454545456, 'BIIB': 0.08858321870701509, 'CRM': 0.04509138666958509, 'NFLX': -0.042632473012219854, 'AZO': -0.02613246839408785, 'FDX': 0.025937314024995134, 'NE': -0.1809045226130654, 'NSC': 0.06876871257485039, 'UNH': 0.02846207751603688, 'ADS': -0.06616820814244966, 'CA': 0.07640974307640971}","{'RIG': 0.054461181923522665, 'FCX': -0.01201413427561837, 'HAR': 0.1525447444628451}"
2017-09-01,"{'CHK': 0.1780821917808219, 'DNR': 0.25233644859813087, 'AVP': -0.06451612903225812, 'POM': 0.08965872770388704, 'NE': 0.40672782874617724, 'NBR': 0.24541851563293943, 'LB': 0.14845758354755786, 'COV': 0.0, 'LMT': 0.01415358744394626, 'WYNN': 0.05319068786257819, 'CTL': -0.04682274247491634, 'DVN': 0.16938435940099833, 'ADP': 0.03162530024019212, 'DIS': -0.030386458651983174, 'MA': 0.054931714719271475}","{'PXD': -0.13527705933066847, 'BBBY': 0.14279852277390234, 'GNW': -0.11594202898550722}"
2017-10-01,"{'AVP': -0.03404255319148939, 'POM': 0.018752978331760532, 'DNR': -0.06106870229007639, 'CHK': -0.060240963855421686, 'FAST': 0.035154394299287337, 'AMT': 0.048388337564427966, 'COV': 0.0, 'LMT': -0.008484221417485702, 'TPR': 0.022394249377937384, 'MNK': -0.15252876639015242, 'UAA': -0.23936816524908877, 'CCI': 0.06749477849840607, 'DGX': 0.0031803725579280656, 'HRL': -0.026115702479338816, 'MAT': -0.08489954633830205}","{'NE': 0.07555555555555553, 'GNW': 0.12433862433862428, 'HAR': 0.07488986784140969}"
2017-11-01,"{'NBR': 0.055949959706819305, 'CHK': 0.022613065326633167, 'EMC': -0.010982863896001546, 'DNR': 0.3779527559055118, 'CMG': 0.11949246046340571, 'AVP': -0.13973799126637557, 'FOSL': -0.10943396226415096, 'MNK': -0.313188542650299, 'VRTX': -0.020766881574482542, 'KIM': 0.016329196603527107, 'ADBE': 0.027634633897729178, 'TGNA': 0.07924203273040482, 'COV': 0.0, 'MU': -0.05358338914936367, 'CSCO': 0.08765315739868047}","{'AMZN': -0.06454677039985517, 'GNW': -0.0149700598802396, 'NE': 0.004761904761904872}"
2017-12-01,"{'HOT': -0.1712962962962963, 'NBR': 0.12714295961552252, 'AVP': 0.07537688442211062, 'EMC': 0.11538779715572811, 'PBI': 0.047790525333479696, 'FOSL': 0.10212765957446805, 'CTL': 0.14661984196663738, 'FTR': -0.14898974003902568, 'HUM': -0.04728990940331141, 'AN': -0.07496846278608765, 'CHK': -0.03414634146341464, 'CSCO': 0.0325297705489398, 'ADSK': -0.03657752044848823, 'FSLR': 0.09468223086900124, 'KMX': -0.07084902926687918}","{'MAT': 0.15910333515582278, 'SWN': 0.13219284603421458, 'AMZN': 0.002201271276822599}"
2018-01-01,"{'HOT': -0.002793296089385475, 'FTR': 0.2061855670103092, 'HAR': 0.07674418604651163, 'DISCA': 0.09189895470383272, 'BBBY': 0.047619047619047686, 'CSCO': 0.08219559765951526, 'CAH': 0.16345644106732637, 'M': 0.005481955230698995, 'TGNA': 0.024626865671641796, 'CNX': -0.05145565335138794, 'POM': 0.2937592853872534, 'PEAK': -0.07648601398601398, 'HBAN': 0.09992372234935168, 'TAP': 0.021571447248006352, 'HUM': 0.1301989887457185}","{'GAS': -0.28321318228630277, 'AZO': -0.06824461997934532, 'DNR': -0.09954751131221728}"
2018-02-01,"{'SWN': -0.1271393643031785, 'PSA': -0.008510638297872238, 'INTC': 0.040293855743543966, 'STZ': -0.014533232342359504, 'VTR': -0.13596401553874463, 'AGN': -0.1393647291098078, 'COP': -0.0746322210261931, 'HBAN': -0.02712100139082062, 'CHK': -0.19197707736389685, 'CBRE': 0.027472527472527472, 'ROST': -0.044360902255639, 'TDC': -0.0895153313550939, 'JNPR': -0.004977187888842845, 'AMGN': 0.0008719916288802306, 'M': 0.14194139194139202}","{'DNR': 0.10975609756097562, 'GAS': 0.08908507223113965, 'POM': 0.06522367147665066}"
2018-03-01,"{'HOT': 2.0950413223140494, 'FTR': 0.07225433526011561, 'SWN': 0.20612813370473546, 'CHK': 0.06713780918727916, 'GOOG': -0.06867231714912393, 'GOOGL': -0.06525226670512092, 'TGNA': -0.15144418423106956, 'GE': -0.04747550866616421, 'DNR': 0.25688073394495414, 'BIIB': -0.04959911145048773, 'CI': -0.14143793527242934, 'EMC': 0.24620949804873676, 'NBR': 0.08612952916750376, 'MLM': 0.01591511936339526, 'HBAN': -0.02569593147751602}","{'FITB': 0.03337696335078533, 'POM': 0.09230651282247863, 'BKNG': -0.022500626655722705}"
2018-04-01,"{'GOOG': -0.0053675133454566875, 'GOOGL': -0.008797026138066455, 'FTR': 0.12771739130434787, 'GE': 0.04599524187153054, 'PBI': -0.05892350672941081, 'HAR': -0.3465909090909091, 'DISCK': 0.13194090677534387, 'JEF': 0.06445115810674729, 'M': 0.044618395303326834, 'GT': -0.04993958920660485, 'NFLX': 0.07028841542782757, 'SHW': -0.06016960208741031, 'APTV': -0.00012068549360373058, 'MMM': -0.1085091697889962, 'NSC': 0.058283864004317336}","{'BKNG': -0.0519553909091349, 'EMC': 0.14377108773183614, 'HOT': 0.15835411471321695}"
2018-05-01,"{'HAR': -0.04521739130434783, 'FTR': -0.10481927710843385, 'GOOGL': 0.08235757158319398, 'POM': -0.009520555096771847, 'REGN': -0.008615851846961389, 'GOOG': 0.07036876270149758, 'PBI': -0.10877875545703357, 'AVP': -0.28853754940711457, 'HUM': -0.010867690184578347, 'GAS': -0.18923766816143497, 'NOC': 0.015636059455633528, 'EMC': -0.04477492154958625, 'KR': -0.02427794056090422, 'KIM': 0.0649247822644496, 'CHK': 0.5101351351351351}","{'HOT': -0.4222222222222222, 'CMG': -0.01627725672706652, 'NE': -0.19827586206896552}"
2018-06-01,"{'AVP': -0.1049723756906077, 'HAR': -0.034071550255536626, 'FTR': -0.27762803234501343, 'FOSL': 0.22247497725204735, 'PBI': -0.058246763723920576, 'GAS': -0.03804347826086957, 'EMC': -0.0037042642853159775, 'GWW': -0.0045587101531859246, 'POM': 0.0631177423039863, 'MRO': -0.02584968884633792, 'GOOG': 0.014826943193705538, 'GOOGL': 0.014664785644325181, 'REGN': 0.14485298997809795, 'DLTR': 0.022248947684906727, 'RIG': 0.06497622820919179}","{'CHK': -0.17752808988764046, 'NE': -0.14054054054054058, 'HOT': 0.18680089485458612}"
2018-07-01,"{'AVP': -0.012422360248447215, 'FTR': -0.018796992481203107, 'HAR': -0.007079646017699115, 'GOOG': 0.107606915377616, 'DNR': -0.046511627906976875, 'XEC': -0.022340643574502897, 'GOOGL': 0.10030035414892198, 'HRB': 0.11089957163255583, 'DO': -0.07335907335907334, 'GAS': 0.009195402298850575, 'UAA': -0.1040825482279049, 'FOSL': -0.024934871604019415, 'KMB': 0.08689458689458682, 'BLK': 0.01761726964507969, 'GT': 0.05486399262332862}","{'NE': 0.05958132045088568, 'CHK': 0.08171206225680934, 'HOT': 0.1016949152542373}"
2018-08-01,"{'AVP': 0.24374999999999994, 'UAA': 0.030745967741935457, 'HAR': -0.05309734513274336, 'PPL': 0.03881987577639751, 'GME': -0.07975099037917366, 'NLSN': 0.12895716945996274, 'DNR': 0.251685393258427, 'ABC': 0.1065209101309266, 'FTR': 0.09243697478991605, 'HRL': 0.09498986388647555, 'DISCK': 0.04995904995904991, 'WMB': -0.001922337562475998, 'INTC': 0.013746454287584607, 'EQT': 0.042382588774341326, 'LUV': 0.05757042253521132}","{'ISRG': -0.09711419783319944, 'UNP': -0.014422740320660741, 'CHK': 0.008948545861297539}"
2018-09-01,"{'GNW': -0.10322580645161299, 'NWL': -0.06113092205807434, 'HAR': 0.12149532710280374, 'FOSL': 0.031914893617021385, 'IVZ': -0.049111318989710044, 'DLTR': 0.013673088875077616, 'FCX': 0.021837349397590432, 'AVY': 0.03625916385971861, 'THC': -0.1549881235154394, 'XEC': 0.09133858267716544, 'GT': 0.028385295486272825, 'SJM': -0.0074535429855013685, 'PDCO': 0.07636539391010141, 'KR': -0.07707509881422925, 'CPB': -0.07054388799138388}","{'NEM': 0.007986111111111126, 'AMZN': 0.01159634838391315, 'GAS': -0.12330097087378641}"
2018-10-01,"{'GNW': 0.02147971360381858, 'IVZ': -0.05068897637795281, 'SWN': 0.021032504780114612, 'URBN': -0.037326177116369874, 'GE': -0.22427652733118966, 'KLAC': -0.10658658251043468, 'PHM': -0.01195383347073383, 'HPQ': -0.06419753086419762, 'EQT': -0.23741610738255034, 'WMB': -0.11037891268533771, 'LRCX': -0.05903041169574514, 'HSY': 0.04792429792429786, 'GM': 0.06681168427594775, 'NDAQ': 0.0034697296003829417, 'DE': -0.10728827361563519}","{'NE': 0.3008356545961003, 'GAS': 0.10189982728842832, 'HOT': 0.08421052631578947}"
2018-11-01,"{'DNR': -0.34492753623188416, 'NVDA': -0.22943517816527667, 'ADBE': 0.021164882575603356, 'AMZN': 0.041046361939723996, 'NOC': -0.009058253943463974, 'CHK': -0.18888888888888888, 'NBR': -0.35400626110500044, 'BDX': 0.09851144190179954, 'NE': -0.1918604651162791, 'FTR': -0.26844262295081966, 'GWW': 0.10768895507209543, 'GNW': 0.09647058823529416, 'UNH': 0.0735746853201356, 'NFLX': -0.060606060606060545, 'POM': -0.24491711253398823}","{'XEC': -0.028807647590750603, 'NTRS': -0.04966039416546034, 'HOT': -0.09195402298850575}"
