,long,short
2018-12-01,"{'DNR': -0.2904564315352698, 'NE': -0.394919168591224, 'FTR': -0.3497267759562842, 'POM': -0.15669165217173678, 'CHK': -0.3114754098360656, 'NBR': -0.39028856475342555, 'EMC': 0.18474176578817786, 'GAS': -0.07872340425531915, 'BBBY': -0.12260216847372815, 'PFE': -0.05864901871291648, 'GOOG': -0.07793329415745161, 'ADBE': -0.1322158720417321, 'WYNN': -0.1615466101694915, 'EOG': -0.18580854929712148, 'BDX': -0.10983170947741365}","{'DRI': 0.10106382978723404, 'PBI': 0.30470404707851917, 'HOT': 0.24125874125874125}"
2019-01-01,"{'CHK': 0.425, 'AVP': 0.5743243243243243, 'QEP': 0.5063757016989476, 'POM': -0.03498272920221391, 'DNR': 0.23030303030303026, 'IVZ': 0.1095334685598378, 'PBI': 0.23248871279830471, 'GAS': 0.019744483159117306, 'NE': 0.29411764705882354, 'JEF': 0.2131681877444589, 'AMZN': 0.17303439803439802, 'THC': 0.3034973325429755, 'GOOG': 0.09817326893376731, 'GOOGL': 0.09607671339563868, 'FOSL': 0.10058403634003898}","{'STT': -0.1436974789915966, 'XEC': -0.2481241473396998, 'SWN': -0.30838323353293423}"
2019-02-01,"{'PCG': 0.3222049689440994, 'EMC': 0.6457110409722427, 'FTR': 0.5326633165829144, 'POM': 0.08981981498084941, 'DNR': -0.06341463414634142, 'HAR': 0.014814814814814815, 'KMX': 0.057021276595744706, 'GME': 0.03448244339010323, 'GAS': 0.11211778029445074, 'PFE': 0.011010521164668531, 'CLX': 0.053548076261270575, 'DD': 0.010563863355741474, 'MKC': 0.09913544668587901, 'HRB': 0.020563254358515748, 'CHK': 0.03859649122807018}","{'NBR': -0.09086471408647141, 'XRX': -0.09060773480662987, 'BBBY': -0.10056657223796034}"
2019-03-01,"{'DNR': 0.05670103092783499, 'NWL': -0.05750165234633185, 'FOSL': -0.1332912192040429, 'CNX': 0.005602240896358424, 'RRC': 0.04323308270676683, 'PCG': 0.04093567251461984, 'NOV': -0.055236728837876586, 'UNH': 0.01903723582690381, 'CPRI': -0.048460898502495804, 'CVS': -0.07256764020784813, 'CAT': -0.02430269946907949, 'IBM': 0.012868346912358164, 'AGN': 0.05749926188367302, 'HAR': -0.02926829268292683, 'MRO': 0.0018281535648995207}","{'GNW': 0.02295918367346935, 'PBI': 0.05110805576499459, 'CMG': -0.16425176200622835}"
2019-04-01,"{'FTR': 0.41791044776119424, 'CHK': -0.0761904761904762, 'DNR': 0.06190476190476185, 'GME': -0.15937803692905722, 'CTL': -0.05442804428044279, 'BIIB': -0.04111766428242768, 'HUM': -0.04800721235115125, 'MNST': 0.0959911732254505, 'URI': 0.21913660351241443, 'PCG': 0.2802728823194997, 'BA': -0.021021339844994203, 'KR': 0.042446941323345797, 'RRC': -0.20480854853072133, 'CAH': 0.0008554319931565259, 'LEG': -0.07316468253968261}","{'XRX': -0.025787965616045804, 'HOT': 0.017828200972447326, 'PBI': -0.028935221041544015}"
2019-05-01,"{'REGN': -0.1204524253731343, 'VZ': -0.05029154518950446, 'MNK': -0.4349804941482445, 'THC': -0.08145421076852276, 'DVN': -0.23750000000000004, 'ISRG': -0.09139774437559858, 'NE': -0.2651515151515152, 'BA': -0.09232808526754328, 'PNR': -0.10977835723598438, 'WAT': -0.05836265540699037, 'ORCL': -0.08537258509659615, 'GRMN': -0.0672640080767289, 'CHRW': 0.012872717719690056, 'OXY': -0.1577978272877923, 'EA': -0.020313651194611166}","{'CMG': 0.04193885550039193, 'HOT': -0.07590759075907591, 'PBI': 0.40978216193999173}"
2019-06-01,"{'DNR': -0.17333333333333334, 'CHK': 0.005154639175257732, 'FTR': -0.06417112299465245, 'NE': -0.0459183673469387, 'RIG': 0.023961661341853093, 'POM': -0.1503532378642282, 'NBR': 0.22364882449900247, 'PBI': 0.17582193773639798, 'AGN': 0.3723546075654059, 'PCG': 0.3325581395348839, 'WHR': 0.2380178716490657, 'RL': 0.09154375614552608, 'URI': 0.1844079299874977, 'CAT': 0.1365983818213118, 'ISRG': 0.13332901218563648}","{'CAH': -0.13084343309423693, 'AVP': -0.034759358288770026, 'HOT': -0.10260336906584992}"
2019-07-01,"{'POM': 0.06779743608235565, 'DNR': -0.1307692307692309, 'CHK': -0.11707317073170732, 'GME': -0.27305605786618453, 'REGN': -0.040458423853153305, 'BA': -0.06495898208605383, 'SWN': -0.31464174454828653, 'LLY': -0.021196549825656105, 'ZBH': 0.1374142748285497, 'MNK': -0.2661637931034483, 'CI': 0.06923028510290138, 'SCHW': 0.057256659198406695, 'RL': -0.0984244999114888, 'CLX': 0.06425568826316137, 'ADM': -0.006514657980455977}","{'VLO': 0.018230109863576063, 'GNW': -0.023076923076923155, 'HOT': -0.27761194029850744}"
2019-08-01,"{'GME': -0.012437810945273478, 'FTR': -0.4202898550724637, 'SWN': -0.28181818181818186, 'ALXN': -0.11224669603524225, 'CHK': -0.19101123595505617, 'DNR': 0.0, 'VAR': -0.09669992325402907, 'RL': -0.1506296733569461, 'PCG': -0.4200887902330744, 'DLTR': 0.0007885657959585835, 'COG': -0.10192102454642478, 'PVH': -0.14282478196851284, 'CSX': -0.03869565217391307, 'HAR': 0.12084592145015106, 'MHK': -0.04421577297210387}","{'AVP': -0.014018691588784955, 'NE': 0.26605504587155965, 'HOT': 0.13317757009345793}"
2019-09-01,"{'FTR': 0.08749999999999994, 'NBR': 0.1115571776155718, 'IFF': 0.1315199102636006, 'POM': 0.05785164811143411, 'AN': 0.07734806629834255, 'PXD': 0.04775541143771584, 'PCG': -0.03567984570877524, 'MHK': 0.0620612908748502, 'TPR': 0.2953500255493102, 'EOG': 0.02283552815914836, 'BLK': 0.06702366979655719, 'PRU': 0.137022397891963, 'EQT': 0.06243705941591148, 'CHK': 0.007142857142857143, 'OI': 0.022110552763819163}","{'GNW': -0.002277904328018377, 'CNX': 0.0739795918367347, 'KR': -0.09779316313284299}"
2019-10-01,"{'FTR': 0.045977011494252915, 'MAT': 0.04097646033129894, 'BLK': 0.03607113392611607, 'HOT': 0.5758513931888545, 'RRC': 0.055263157894736833, 'MRK': 0.029415339735018864, 'DIS': -0.00669127826488236, 'ADS': -0.22505123758473905, 'KSU': 0.05402550365954876, 'FLR': -0.16402953586497895, 'PCG': -0.3742393509127789, 'SLB': -0.04853783539342788, 'SBUX': -0.0459388246076298, 'AMGN': 0.10732457070171719, 'ABT': -0.0009639715628388758}","{'GE': -0.11409395973154378, 'F': 0.04949381327334097, 'GME': 0.035460992907801296}"
2019-11-01,"{'RRC': -0.14108910891089105, 'OI': 0.16449704142011842, 'POM': 0.01694984630917877, 'DNR': -0.01980198019801982, 'SBUX': 0.012694610778443142, 'EIX': 0.10131728736379894, 'FTI': -0.0494590417310665, 'GIS': 0.04572683706070286, 'CHK': -0.5555555555555556, 'CAG': 0.06499813223757946, 'BLK': 0.06122717119957951, 'PSA': -0.058517495395948346, 'DTE': -0.020182449342052152, 'FTR': -0.2717391304347826, 'WDC': -0.028577059519117123}","{'DO': -0.056074766355140325, 'CPRI': -0.18886043533930866, 'HOT': -0.0}"
2019-12-01,"{'FTR': 0.34848484848484845, 'RRC': 0.3661971830985915, 'QEP': 0.3719412724306689, 'FOSL': 0.06056527590847916, 'MNK': -0.08398950131233592, 'POM': 0.0, 'COG': 0.08786346396965869, 'GNW': 0.11111111111111122, 'KSS': 0.09372217275155834, 'FCX': 0.15357458075904679, 'EQT': 0.23885714285714285, 'MAT': 0.15319148936170218, 'PCG': 0.4454787234042553, 'ADS': 0.04966887417218543, 'PEAK': -0.009141846063108087}","{'GME': 0.042519685039370016, 'PDCO': -0.04968287526427049, 'CNX': -0.2733812949640287}"
