,long,short
2015-11-01,"{'CNX': 0.1948998178506374, 'COV': 0.0, 'CMG': -0.04991803278688532, 'MCO': 0.0890801385939421, 'DLTR': 0.14942878903274923, 'EQT': -0.12762892538173437, 'CMI': -0.020367054610563935, 'WEC': -0.02553485162180813, 'EXPD': -0.023146163737676775, 'LUV': -0.012623985572587969, 'PRGO': -0.06643425639676376, 'STX': -0.03340440653873494, 'FLR': 0.025451180009255007, 'PCAR': -0.012474012474012454, 'UNP': -0.05440479161467431, 'MON': 0.020701490936393785, 'ES': -0.00045413260672107225, 'FOSL': -0.2916589946602836, 'HOG': -0.010861865407319973, 'EIX': -0.018028610621203246}",{}
2015-12-01,"{'TT': 0.25000000000000006, 'CHK': -0.1461100569259962, 'ATI': -0.10941271118262265, 'FCX': -0.18000000000000005, 'SPG': 0.039578348315333405, 'KMI': -0.3680203045685279, 'ES': 0.013901549680948026, 'NTAP': -0.12407680945347119, 'PRU': -0.0642201834862385, 'LUV': -0.06240036438168971, 'XRX': 0.0073921971252566615, 'CCI': 0.01358281358281344, 'PVH': -0.1927830500993158, 'J': -0.04896907216494837, 'GWW': 0.012480756542775513, 'MYL': 0.04221279876638392, 'SYK': -0.04130790190735702, 'HP': -0.07418397626112759, 'ABC': 0.04921626657897615, 'PEG': -0.005728067530901562}",{}
2016-01-01,"{'DNR': -0.22388059701492527, 'COV': 0.0, 'HAR': 0.06666635703703014, 'CMG': -0.033560913164070755, 'HOT': 0.1346938775510204, 'ADS': -0.26321513186002266, 'ORLY': 0.05011068625477959, 'FCX': -0.30312500000000003, 'HES': -0.12186865267434, 'PVH': 0.009138742730545508, 'AMG': -0.13490691489361697, 'PFG': -0.13259519308668657, 'SHW': -0.006381594992277138, 'MDLZ': -0.022371364653243814, 'NWSA': -0.01145662847790512, 'QCOM': -0.08273724368144966, 'JEF': -0.027586206896551748, 'GNW': -0.24043715846994543, 'WU': 0.016096579476861182, 'EXPE': -0.16672407853944193}",{}
2016-02-01,"{'DNR': -0.09859154929577459, 'GNW': -0.22627737226277375, 'POM': 0.015873091206796173, 'RF': -0.0759493670886076, 'HBAN': 0.02213001383125854, 'FCX': 0.6949541284403667, 'HAR': 0.2653039027511197, 'EFX': -0.0016077170418006088, 'DVN': -0.2718293164757013, 'REGN': -0.07950813777894968, 'ADS': 0.050658241179568214, 'MMM': 0.05806255231717522, 'HOT': -0.06474820143884892, 'MRK': -0.0036347114947751858, 'NBR': 0.0028233180403606003, 'NTAP': 0.14490527393753191, 'NAVI': 0.13852242744063334, 'CB': 0.02906520031421832, 'OXY': 0.020678092399403863, 'NSC': 0.05220125786163522}",{}
2016-03-01,"{'TT': 3.0, 'DNR': 0.6946564885496184, 'SWN': 0.3654822335025381, 'HES': 0.2082813669244199, 'POM': 0.569228787694091, 'CBRE': 0.12140077821011677, 'CPRI': -0.0005264081417792794, 'ZTS': 0.0684523809523809, 'R': 0.13163739147991108, 'KEY': 0.04108108108108117, 'APH': 0.08229329173166924, 'LLY': -0.008596868283696688, 'RCL': 0.09454119713156751, 'GE': 0.08086785009861922, 'CTL': 0.05234297108673982, 'AN': -0.12073836880768513, 'DHI': 0.11996873778819853, 'AXP': 0.09583253312848093, 'PEAK': 0.09246417013407306, 'WM': 0.057496075353218205}",{}
2016-04-01,"{'COV': 0.0, 'GLW': -0.09703504043126689, 'BSX': 0.1709401709401711, 'KIM': -0.01316386745347266, 'HAR': 0.06976715927510976, 'FAST': -0.024847632442569042, 'COG': 0.05094339622641518, 'XRX': -0.13140398904966755, 'MUR': 0.45747236905333977, 'IRM': 0.09830781627719586, 'DO': 0.14596126594237127, 'MS': 0.09313725490196077, 'ZION': 0.1467391304347827, 'FIS': 0.03394039735099345, 'JNPR': -0.07879843273835432, 'PWR': 0.06281066425666519, 'RF': 0.2023289665211062, 'C': 0.11591148577449943, 'AMAT': -0.02488572879634342, 'HOT': -0.232}",{}
2016-05-01,"{'HAR': 0.0869577069953724, 'AVP': -0.17584745762711856, 'AMCR': 0.06941431670281982, 'GPS': -0.22110817941952504, 'HOT': 0.4583333333333333, 'CNX': 0.017488076311605774, 'CNP': 0.06267332224070987, 'AES': -0.005274261603375602, 'NRG': 0.09103448275862071, 'SWN': 0.03875379939209725, 'RF': 0.040865384615384595, 'GNW': 0.024930747922437758, 'COV': 0.0, 'FCX': -0.2102941176470588, 'HBAN': 0.030127462340672047, 'NEM': -0.07550077041602474, 'XRX': 0.03872129671319223, 'MRO': -0.06405425772418988, 'NTAP': 0.07778295295761536, 'AIV': 0.07004470938897173}",{}
2016-06-01,"{'AVP': -0.02583979328165377, 'CHK': 0.0166270783847981, 'GPS': 0.1828687967369135, 'NE': 0.0012061991325113335, 'COV': 0.0, 'ATI': 0.046166529266281835, 'PBI': -0.03939766567972131, 'CF': -0.1288852051388313, 'HRL': 0.06255924170616127, 'KR': 0.027794561933534793, 'GLW': -0.010165864098448435, 'FLIR': 0.0003419972640219413, 'STX': 0.09285312324141824, 'GNW': -0.29120879120879123, 'MOS': 0.04729441840647633, 'HOG': -0.020463510848126365, 'FOSL': 0.01566393734425067, 'FCX': 0.005586592178770996, 'RIG': 0.2145045965270686, 'M': 0.02854908095424327}",{}
2016-07-01,"{'GNW': 0.10852713178294565, 'CHK': 0.2752941176470588, 'COV': 0.0, 'RF': 0.08689839572192518, 'KEY': 0.07476635514018679, 'HBAN': 0.06824146981627302, 'ADS': 0.1817204878835097, 'DVN': 0.06391087657578422, 'POM': 0.021978130298211215, 'CME': 0.053909318100678345, 'MRO': -0.08345120226308343, 'T': 0.01299451342766375, 'ATI': 0.3993685872138911, 'PVH': 0.07076627944154322, 'NRG': -0.07713498622589526, 'BLK': 0.07080709044867217, 'DAL': 0.06426426426426429, 'MAR': 0.07988587731811685, 'SWN': 0.14263322884012541, 'CMA': 0.113881961762261}",{}
2016-08-01,"{'COV': 0.0, 'WMB': 0.17987486965589153, 'GNW': 0.6198630136986303, 'GLW': 0.025870646766169132, 'NRG': -0.12143928035982003, 'TGNA': -0.07109004739336496, 'FITB': 0.058298631766805505, 'HOT': 0.17551020408163265, 'KMI': 0.08796296296296294, 'FAST': 0.007306889352818401, 'FTR': -0.11538498804986758, 'NWSA': 0.08627773212818411, 'CB': 0.02158084042459872, 'HIG': 0.035274815422477415, 'DVA': -0.1674610331057581, 'NTRS': 0.050470626419993614, 'PBCT': 0.07071483474250576, 'COL': 0.06925268463729994, 'HPQ': 0.02252614641995182, 'NBR': 0.12317877409130411}",{}
2016-09-01,"{'HAR': -0.07142821598650456, 'COV': 0.0, 'RIG': 0.11041666666666672, 'NE': 0.09688581314878886, 'BMY': -0.06381733021077289, 'FCX': 0.052999999999999936, 'PSA': 0.0033114296062502525, 'NUE': 0.025439407955596703, 'MLM': -0.019186145226102135, 'JWN': 0.02207357859531777, 'ADS': 0.04832484174772264, 'DLTR': -0.041995387789780236, 'NI': 0.008411214953271016, 'POM': 0.023255935235227707, 'PDCO': -0.004320203303684923, 'AVY': 0.00823447313328666, 'APA': 0.2943665107993767, 'AMG': 0.01666666666666675, 'DVA': 0.024182297318245047, 'HES': 0.002818602778337036}",{}
2016-10-01,"{'COV': 0.0, 'CTSH': 0.05537737866153509, 'GME': -0.12830777581761438, 'HAR': 0.10256265976431246, 'HST': -0.001493651979088973, 'KMI': -0.11334002006018061, 'NRG': -0.05839416058394165, 'MLM': 0.03574522145868237, 'MOS': -0.039621016365202336, 'PDCO': -0.0576428203808544, 'LOW': -0.07045827735482896, 'FOSL': -0.011956521739130501, 'AMZN': -0.055239234449760706, 'MCK': -0.234952184511532, 'ZTS': -0.07661849138784395, 'GNW': -0.16363636363636372, 'DG': -0.0027075812274369253, 'VFC': -0.031051964512040682, 'FCX': 0.01879699248120294, 'CF': -0.010712622263623682}",{}
2016-11-01,"{'DNR': 0.5303643724696354, 'COV': 0.0, 'AMZN': -0.06061326658322897, 'HES': 0.15328305235137543, 'GNW': 0.028846153846153872, 'HOT': 0.22384428223844283, 'CHK': 0.26582278481012656, 'BMY': 0.10828583954405974, 'JNPR': 0.07136788445199659, 'MU': 0.13546511627906987, 'EMR': 0.1085152838427949, 'CMG': 0.10006106361718667, 'KMI': 0.07619047619047616, 'VZ': 0.032663924510041166, 'DO': 0.062352941176470514, 'SWN': 0.10623781676413255, 'MAT': 0.011344678011344674, 'AES': -0.02747791952894989, 'VFC': 0.0041367298062268175, 'REGN': 0.09759203519333187}",{}
2016-12-01,"{'AMZN': -0.003375819034834683, 'COV': 0.0, 'CTL': 0.010290556900726496, 'AVP': -0.059813084112149424, 'THC': -0.025607353906763004, 'ZBH': 0.016209097355891083, 'GNW': -0.11805555555555561, 'AME': 0.020425714900021562, 'FMC': 0.0025845358604350086, 'WFC': 0.03717948717948722, 'CME': 0.04891853648675969, 'MNST': -0.0035955056179774515, 'FTR': -0.03998770026634348, 'NFX': -0.1297808336914482, 'NWSA': -0.011839708561020108, 'DVN': -0.0765794511805999, 'TRIP': -0.040707141195626885, 'NEE': 0.052276884567247446, 'GRMN': -0.06048476762285966, 'TXT': 0.04753635771651829}",{}
2017-01-01,"{'COV': 0.0, 'FCX': 0.23488905891354248, 'SWN': -0.15, 'WYNN': 0.16326278004703548, 'POM': 0.11184178172597828, 'HOG': -0.028204144282425153, 'AMCR': 0.0, 'RL': -0.03114268798105399, 'AVP': 0.14035087719298242, 'T': -0.0008566533409480621, 'HAR': -0.09091089014851644, 'ATI': 0.3372307692307693, 'JCI': 0.05664372683959768, 'TJX': -0.00871520944616256, 'NUE': -0.02764891445537209, 'PG': 0.052743175192154844, 'NWSA': 0.0639853747714809, 'GNW': -0.13846153846153847, 'DIS': 0.05077350257834183, 'RF': -0.009961685823754849}",{}
2017-02-01,"{'COV': 0.0, 'HBAN': 0.03193277310924361, 'CNX': -0.08912280701754383, 'SWN': -0.1810250817884406, 'UAA': -0.047575057736720446, 'MRO': -0.057668711656441794, 'HST': -0.008810572687224705, 'SNA': -0.06248138662219299, 'KEY': 0.03648732220160791, 'GD': 0.046897289586305194, 'M': 0.13284920973942757, 'BDX': 0.040805385119437626, 'MSFT': 0.0, 'DO': 0.023086269744835904, 'MDT': 0.07481332567489939, 'MS': 0.05456821026282852, 'NAVI': 0.015772870662460654, 'KMI': -0.0516359918200408, 'ALL': 0.09222065063649217, 'NWSA': 0.0429553264604811}",{}
2017-03-01,"{'COV': 0.0, 'DNR': -0.06859205776173283, 'HBAN': -0.06995230524642296, 'FCX': -0.03068862275449103, 'AVP': -0.013483146067415842, 'NBR': -0.11705383119526053, 'RL': 0.025782937365010753, 'JCI': 0.002868318122555396, 'CHK': 0.08, 'CNX': 0.0623100303951368, 'NFLX': 0.034794175301036116, 'MSI': 0.08698556921432377, 'OMC': 0.011127110878387149, 'QEP': -0.08627456734331557, 'NAVI': -0.04447852760736184, 'EL': 0.019390926041019295, 'ZTS': -0.006838905775075977, 'STZ': 0.01241424371120534, 'UAA': -0.045827303424987906, 'HUM': -0.02573653911276678}",{}
2017-04-01,"{'COV': 0.0, 'DNR': -0.13281249999999994, 'POM': 0.3320897312458372, 'RIG': -0.1140562248995984, 'AMGN': -0.007936507936507922, 'HBAN': -0.04911092294665538, 'NBR': -0.2142905588714053, 'MKC': 0.02202785876255271, 'URBN': -0.03744215397559952, 'AIZ': 0.004376122082585285, 'MLM': 0.009106780540744618, 'SPG': -0.04074497411416663, 'NSC': 0.04684085510688842, 'FCX': -0.05504587155963308, 'QEP': -0.06934291894847727, 'SEE': 0.008445945945945981, 'CMI': -0.003994770482277828, 'JNJ': -0.010056843025797915, 'TDC': -0.061434544869733036, 'NFLX': 0.03749147920927062}",{}
2017-05-01,"{'COV': 0.0, 'NE': -0.15800415800415799, 'DNR': -0.3139013452914798, 'EOG': -0.024038461538461443, 'NBR': -0.1456270716436664, 'IVZ': -0.03254113345521026, 'PEP': 0.041959406713505044, 'MAR': 0.14012738853503173, 'WMT': 0.05372791265622748, 'HAS': 0.05802939575394679, 'HSY': 0.07319515369980978, 'DE': 0.09102964857440574, 'VAR': 0.0892091079089209, 'ORLY': -0.025599742392529323, 'M': -0.19602032176121942, 'OMC': 0.015982662874170484, 'LHX': 0.010217596972563844, 'IBM': -0.03705308775731308, 'MCO': 0.004634892872759084, 'MCK': 0.17904975682753466}",{}
2017-06-01,"{'DNR': -0.03773584905660381, 'COV': 0.0, 'NE': -0.10396039603960394, 'AVP': 0.11470588235294121, 'RIG': -0.09560439560439553, 'NBR': -0.06724715678310318, 'POM': -0.006173807919823519, 'CRM': -0.03777777777777784, 'CB': 0.017258124766529714, 'SPG': 0.050353291186314694, 'LUV': 0.03421595598349385, 'IBM': 0.0067430883344572244, 'QEP': 0.005976520811099227, 'DIS': -0.013668088406359021, 'CVX': 0.006217955710701354, 'UNP': -0.015068096203998863, 'PPG': 0.032640949554896256, 'BKNG': -0.004115533076001607, 'BAC': 0.07914691943127952, 'CCI': -0.008698524554062895}",{}
2017-07-01,"{'COV': 0.0, 'DNR': -0.06410256410256415, 'IVZ': -0.019263264616424476, 'TDC': 0.07645466847090669, 'POM': -0.00931359803885164, 'CCI': 0.0005534646889528133, 'NE': 0.09289617486338794, 'BKNG': 0.08032827919708997, 'XEC': 0.046950416849495406, 'NBR': -0.06090288458943845, 'IBM': -0.057994781960491994, 'DLTR': 0.029273168642010527, 'HSY': -0.016274864376130245, 'INTC': 0.05844572896596019, 'GOOG': 0.020083755399153733, 'RTN': 0.05930615672847088, 'LRCX': 0.11743296442100574, 'ROK': 0.014402618657937733, 'FAST': 0.002024291497975665, 'SRCL': 0.00626631853785906}",{}
2017-08-01,"{'COV': 0.0, 'CMG': -0.07954545454545456, 'KIM': -0.03317249698431829, 'CRM': 0.04509138666958509, 'QEP': -0.12817279819000257, 'UNH': 0.028421394543092247, 'AMT': 0.08678746403297298, 'MRO': -0.08658743633276737, 'NFLX': -0.042632473012219854, 'SHW': 0.008871410279861061, 'EMC': 0.0, 'IPG': -0.0597171293871137, 'XEC': 0.009765830095558044, 'IQV': 0.05969984550871768, 'DAL': -0.04593487168427853, 'LB': -0.20738853503184715, 'HST': -0.0322388059701492, 'POM': -0.07547553006440688, 'FLS': -0.044845360824742136, 'HBAN': -0.056313993174061446}",{}
2017-09-01,"{'AVP': -0.06451612903225812, 'DNR': 0.25233644859813087, 'COV': 0.0, 'CTL': -0.04682274247491634, 'POM': 0.08965872770388704, 'CAG': 0.03534852989758838, 'DVN': 0.16938435940099833, 'QEP': 0.1306021890440097, 'NBR': 0.24541851563293943, 'CLX': -0.04773732826205081, 'DISCK': -0.037529691211401386, 'MDLZ': 0.0023566378633150934, 'ADP': 0.03162530024019212, 'LMT': 0.01415358744394626, 'NOV': 0.16577896138482037, 'FTR': -0.08613618395045457, 'KEY': 0.08985879332477538, 'AMP': 0.07062103143874869, 'TPR': -0.026759432700026762, 'MAT': -0.04797047970479711}",{}
2017-10-01,"{'COV': 0.0, 'AVP': -0.03404255319148939, 'KEY': -0.03345070422535213, 'AAPL': 0.09579628132578819, 'FTR': 0.03681467128783124, 'DISCK': -0.12352362204724417, 'AMT': 0.048388337564427966, 'MAT': -0.08489954633830205, 'LMT': -0.008484221417485702, 'TPR': 0.022394249377937384, 'ACN': 0.06286867432474383, 'TRIP': -0.087800875273523, 'CMG': -0.11694975804618248, 'ZBH': 0.03661407026414439, 'HON': 0.01662763466042151, 'GME': -0.09491374047527519, 'WELL': -0.0551232166018158, 'IQV': 0.13586214143112318, 'MHK': 0.05480335267569308, 'CRM': 0.09197609901835259}",{}
2017-11-01,"{'EMC': -0.010982863896001546, 'NBR': 0.055949959706819305, 'COV': 0.0, 'FOSL': -0.10943396226415096, 'NAVI': 0.025092936802973937, 'CMG': 0.11949246046340571, 'JWN': 0.1532947339398951, 'LM': 0.03822762814943528, 'AGN': -0.011646562481430742, 'UAA': 0.06575781876503596, 'NWL': -0.23695227463019813, 'AIV': 0.008544795442775904, 'HUM': 0.017954536406704052, 'LNC': 0.007007708479327261, 'TSCO': 0.13458555919352064, 'GT': 0.07226771092915632, 'EXPE': -0.02442810457516347, 'CAH': -0.02664461595001843, 'L': 0.014931478830026526, 'MKC': 0.022382595962765407}",{}
2017-12-01,"{'COV': 0.0, 'CTL': 0.14661984196663738, 'INTC': 0.03205128205128209, 'FOSL': 0.10212765957446805, 'HPQ': -0.01068158697863687, 'PBI': 0.047790525333479696, 'BA': 0.062691420577003, 'FB': 0.00244276543770952, 'BAC': 0.04521674140508211, 'CMCSA': 0.07788873038516417, 'HUM': -0.04732848314167251, 'DHI': 0.0022312373225152017, 'KR': 0.0715754833401893, 'HP': 0.09026655896607429, 'PWR': 0.03111702127659579, 'ADBE': -0.023786975655952215, 'LRCX': -0.028488760293790365, 'ROK': 0.01766958424507653, 'CSCO': 0.03249414519906343, 'EBAY': 0.09764810955641541}",{}
2018-01-01,"{'COV': 0.0, 'MAT': 0.02723735408560311, 'TGNA': 0.024626865671641796, 'HAR': 0.07674418604651163, 'HPQ': 0.10096889342172363, 'XEL': -0.053336308859629554, 'PCG': -0.043076229138475496, 'UNH': 0.07130426602699777, 'FB': 0.05183475911751451, 'BWA': 0.09495729971533147, 'HOT': -0.002793296089385475, 'CI': 0.020637254901960823, 'BDX': 0.12947499760053757, 'HUM': 0.130212800718866, 'MMM': 0.06246560264171714, 'LRCX': 0.03439243821888163, 'SWN': -0.2535211267605633, 'ETFC': 0.050723161540028414, 'FAST': 0.003519749706687519, 'AN': 0.16457164958421966}",{}
2018-02-01,"{'SWN': -0.1271393643031785, 'COV': 0.0, 'JNPR': -0.004977187888842845, 'BBBY': -0.06429615197272286, 'GE': -0.11342281879194627, 'OXY': -0.1255935058967683, 'NWL': -0.020137103684661477, 'MUR': -0.19191919191919196, 'HPQ': 0.006976744186046446, 'IPG': 0.08588957055214723, 'REGN': -0.12612833728762715, 'CHK': -0.19197707736389685, 'CLX': -0.08828382838283826, 'NBR': -0.1778968297801834, 'AEP': -0.036714670042728284, 'DISCA': -0.024077046548956718, 'STX': -0.02415660141607671, 'HIG': -0.09824497919305228, 'KIM': -0.05899705014749267, 'VTR': -0.13599668805630305}",{}
2018-03-01,"{'COV': 0.0, 'FTR': 0.07225433526011561, 'HOT': 2.0950413223140494, 'GOOG': -0.06867231714912393, 'GOOGL': -0.06525226670512092, 'DNR': 0.25688073394495414, 'CTL': -0.051428571428571476, 'REGN': 0.07494927423130947, 'EMC': 0.24620949804873676, 'NBR': 0.08612952916750376, 'CHK': 0.06713780918727916, 'ORLY': 0.015392193079669991, 'GE': -0.047547169811320816, 'SWN': 0.20612813370473546, 'RRC': 0.08924485125858124, 'BIIB': -0.04959911145048773, 'HBAN': -0.02569593147751602, 'NAVI': 0.030141843971631194, 'GS': -0.04093078758949877, 'CL': 0.04085393948702191}",{}
2018-04-01,"{'COV': 0.0, 'GOOGL': -0.008797026138066455, 'GOOG': -0.0053675133454566875, 'POM': -0.10511696651546812, 'PBI': -0.05892350672941081, 'HAR': -0.3465909090909091, 'GS': -0.051467531387710964, 'NE': 0.26558265582655827, 'NFLX': 0.07028841542782757, 'EXPE': 0.0507889085986369, 'ES': 0.020245842371655776, 'DISCK': 0.13194090677534387, 'URBN': 0.09014618299945873, 'LOW': -0.0517055655296229, 'ABC': 0.05194962460644231, 'NEM': -0.002705627705627744, 'ZTS': 0.005119453924914523, 'GT': -0.04993958920660485, 'PPL': 0.021411578112609148, 'ORLY': 0.043139970669708344}",{}
2018-05-01,"{'COV': 0.0, 'FTR': -0.10481927710843385, 'HAR': -0.04521739130434783, 'POM': -0.009520555096771847, 'AVP': -0.28853754940711457, 'GOOGL': 0.08235757158319398, 'REGN': -0.008615851846961389, 'PBI': -0.10877875545703357, 'KIM': 0.0649247822644496, 'AAPL': 0.12729300941993052, 'LUV': -0.032465007776049666, 'RCL': -0.031213535589264953, 'PDCO': -0.09904306220095696, 'BLK': 0.03138247520269992, 'HBAN': 0.002985074626865608, 'WMB': 0.04869251577998205, 'LB': -0.009138381201044423, 'GNW': 0.24637681159420297, 'GOOG': 0.07036876270149758, 'GAS': -0.18923766816143497}",{}
2018-06-01,"{'COV': 0.0, 'CSC': 0.0, 'AVP': -0.1049723756906077, 'EMC': -0.0037042642853159775, 'GNW': 0.2857142857142857, 'HAR': -0.034071550255536626, 'FIS': 0.0330809087285772, 'GAS': -0.03804347826086957, 'POM': 0.0631177423039863, 'DVN': 0.05802901450725364, 'CTL': 0.04438466711499665, 'FTR': -0.27762803234501343, 'PBI': -0.058246763723920576, 'RCL': -0.012582384661473987, 'GWW': -0.0045587101531859246, 'HST': -0.023046092184368778, 'UAA': 0.060377358490566094, 'DISCK': 0.2865792129162462, 'HAS': 0.058395929246425886, 'ROK': -0.06127508854781579}",{}
