,long,short
2018-12-01,"{'COV': 0.0, 'DNR': -0.2904564315352698, 'NE': -0.394919168591224, 'FTR': -0.3497267759562842, 'EMC': 0.18474176578817786, 'POM': -0.15669165217173678, 'BBBY': -0.12260216847372815, 'QEP': -0.3453496926691506, 'GAS': -0.07872340425531915, 'GE': 0.00555555555555556, 'SO': -0.0671201814058957, 'FLIR': -0.06163328197226496, 'NOC': -0.06672649939516914, 'NFX': -0.17221908526256355, 'PFG': -0.11330472103004294}","{'HOT': 0.24125874125874125, 'SWK': 0.11682385153635523, 'OI': 0.08002177463255321}"
2019-01-01,"{'COV': 0.0, 'QEP': 0.5063757016989476, 'AVP': 0.5743243243243243, 'HOT': 0.1810344827586207, 'NBR': 0.5178969729155601, 'IVZ': 0.1095334685598378, 'PXD': 0.10516342965419227, 'CHK': 0.425, 'LRCX': 0.2706191543634536, 'AGN': 0.08905120833009564, 'UNP': 0.1726635157798445, 'EMC': -0.31636228540143135, 'POM': -0.03498272920221391, 'JEF': 0.2131681877444589, 'MNK': 0.40038436899423446}","{'DISCK': -0.1693725318121983, 'FTR': 0.14529914529914525, 'SWN': -0.30838323353293423}"
2019-02-01,"{'COV': 0.0, 'PCG': 0.3222049689440994, 'EMC': 0.6457110409722427, 'GME': 0.03448244339010323, 'HAR': 0.014814814814814815, 'PBI': -0.008004016775946702, 'FTR': 0.5326633165829144, 'CLX': 0.053548076261270575, 'KMB': 0.04692632566870014, 'MDT': 0.01838150289017345, 'CINF': 0.06973464940392254, 'M': -0.05419354838709684, 'ABT': 0.06288429290106204, 'HIG': 0.04776579352850543, 'AMGN': 0.027055792068115526}","{'MAT': -0.21687763713080171, 'XRX': -0.09060773480662987, 'BBBY': -0.10056657223796034}"
2019-03-01,"{'COV': 0.0, 'DO': 0.09613375130616508, 'RRC': 0.04323308270676683, 'NWL': -0.05750165234633185, 'CNX': 0.005602240896358424, 'CVS': -0.07256764020784813, 'ORLY': 0.04073974805682119, 'UNH': 0.01903723582690381, 'AN': 0.00563063063063051, 'ADM': 0.011519607843137401, 'CNP': 0.01993006993006994, 'PCG': 0.04093567251461984, 'NOV': -0.055236728837876586, 'TAP': -0.030657181571815757, 'TPR': -0.07791429427629602}","{'XRX': -0.03589399530358941, 'EMC': 0.007463824527893034, 'CMG': -0.16425176200622835}"
2019-04-01,"{'COV': 0.0, 'REGN': -0.16816562022738843, 'BIIB': -0.04111766428242768, 'FTR': 0.41791044776119424, 'GME': -0.15937803692905722, 'PBI': 0.028935221041544015, 'NWL': -0.06638714185884004, 'HUM': -0.04800721235115125, 'STT': 0.018054474708171155, 'MNK': -0.29727272727272724, 'URI': 0.21913660351241443, 'FOSL': -0.05221174764321965, 'MPC': 0.006825341267063363, 'BA': -0.021021339844994203, 'TAP': 0.07058414464534066}","{'GAS': -0.14517766497461929, 'AVP': -0.07094594594594593, 'HOT': 0.017828200972447326}"
2019-05-01,"{'COV': 0.0, 'REGN': -0.1204524253731343, 'ISRG': -0.09139774437559858, 'LLY': -0.003948753948753849, 'BA': -0.09232808526754328, 'CHRW': 0.012872717719690056, 'VZ': -0.05029154518950446, 'WAT': -0.05836265540699037, 'CSCO': -0.07088933897993005, 'SPGI': -0.029615050121298114, 'PM': -0.11400611620795098, 'XLNX': -0.15166835187057634, 'CA': -0.040995607613469945, 'CLX': -0.031128924515698042, 'MAC': -0.07901372933594845}","{'FTR': 0.24800000000000005, 'GAS': 0.07535460992907801, 'AVP': -0.19047619047619052}"
2019-06-01,"{'COV': 0.0, 'PBI': 0.17582193773639798, 'DNR': -0.17333333333333334, 'FTR': -0.06417112299465245, 'NE': -0.0459183673469387, 'POM': -0.1503532378642282, 'WYNN': 0.16292729898892636, 'URI': 0.1844079299874977, 'RL': 0.09154375614552608, 'PCG': 0.3325581395348839, 'LYB': 0.1724137931034483, 'MCHP': 0.07845862286797212, 'PVH': 0.11814845507280697, 'JPM': 0.05668845741047909, 'GPS': -0.03821656050955415}","{'CTL': -0.12957157784743994, 'AVP': -0.034759358288770026, 'OI': -0.08132147395171534}"
2019-07-01,"{'COV': 0.0, 'GME': -0.27305605786618453, 'DNR': -0.1307692307692309, 'SWN': -0.31464174454828653, 'POM': 0.06779743608235565, 'FTR': -0.24999999999999997, 'KR': -0.03139643861293337, 'LLY': -0.021196549825656105, 'EQT': -0.051997463538364, 'NE': 0.1435897435897436, 'CMCSA': 0.01723725161599231, 'VZ': -0.027419647721082224, 'RCL': -0.04638094439318964, 'NLSN': 0.019918515165233196, 'PAYX': 0.004088712675009448}","{'NBR': 0.0263086703638578, 'AGN': 0.0469579913085466, 'RIG': 0.07878787878787873}"
2019-08-01,"{'COV': 0.0, 'SWN': -0.28181818181818186, 'GME': -0.012437810945273478, 'HAR': 0.12084592145015106, 'ALXN': -0.11224669603524225, 'PCG': -0.4200887902330744, 'VAR': -0.09669992325402907, 'PKI': -0.040697674418604654, 'DNR': 0.0, 'CSX': -0.03869565217391307, 'COG': -0.10192102454642478, 'DOV': -0.024997363147347372, 'NFLX': -0.09406322282189669, 'MHK': -0.04421577297210387, 'XEC': -0.11732548359966369}","{'NE': 0.26605504587155965, 'AVP': -0.014018691588784955, 'RIG': 0.2404006677796328}"
2019-09-01,"{'MNK': -0.047430830039525564, 'COV': 0.0, 'IFF': 0.1315199102636006, 'PXD': 0.04775541143771584, 'AN': 0.07734806629834255, 'NBR': 0.1115571776155718, 'MAT': 0.17181069958847736, 'PRU': 0.137022397891963, 'PVH': 0.16781548250265108, 'CPRI': 0.2748942714340636, 'BLK': 0.06702366979655719, 'MHK': 0.0620612908748502, 'BEN': 0.11987256073277586, 'OI': 0.022110552763819163, 'PCG': -0.03567984570877524}","{'KR': -0.09779316313284299, 'RIG': -0.011312217194570096, 'NE': 0.17532467532467533}"
2019-10-01,"{'COV': 0.0, 'RRC': 0.055263157894736833, 'QEP': -0.10244129399529253, 'MAT': 0.04097646033129894, 'FLR': -0.16402953586497895, 'SBUX': -0.0459388246076298, 'EXC': -0.05684479454971262, 'DIS': -0.00669127826488236, 'PRU': 0.004480183802412413, 'HOT': 0.5758513931888545, 'AXP': -0.008191825241061471, 'DFS': -0.017769991240145184, 'UAA': 0.031984007996001845, 'NAVI': 0.07166123778501636, 'MRK': 0.029415339735018864}","{'DO': 0.05197132616487456, 'GME': 0.035460992907801296, 'SWN': -0.05128205128205122}"
2019-11-01,"{'COV': 0.0, 'DNR': -0.01980198019801982, 'POM': 0.01694984630917877, 'QEP': -0.026976688296082768, 'WDC': -0.028577059519117123, 'CSCO': -0.03277621011504228, 'OI': 0.16449704142011842, 'RRC': -0.14108910891089105, 'FTI': -0.0494590417310665, 'MNK': 0.2200647249190939, 'GIS': 0.04572683706070286, 'WFC': 0.05472338725783907, 'BAX': 0.06286759900666564, 'ROP': 0.05963722164872429, 'CHRW': 0.033470507544581585}","{'SWN': 0.11650485436893203, 'CPRI': -0.18886043533930866, 'HOT': -0.0}"
2019-12-01,"{'COV': 0.0, 'DNR': 0.4099999999999999, 'RRC': 0.3661971830985915, 'GNW': 0.11111111111111122, 'FOSL': 0.06056527590847916, 'GE': -0.012400354295836918, 'ADBE': 0.06658689606105676, 'TRIP': 0.06372549019607844, 'AVGO': 0.004720641489912172, 'CNX': 0.2733812949640287, 'TAP': 0.06900702106318952, 'FCX': 0.15357458075904679, 'TMO': 0.029807631261507345, 'COG': 0.08786346396965869, 'BEN': -0.04765450483991069}","{'GME': 0.042519685039370016, 'AAPL': -0.09867629362214203, 'HOT': -0.0}"
