,long,short
2015-11-01,"{'COV': 0.0, 'CNX': 0.1948998178506374, 'CMG': -0.04991803278688532, 'MCO': 0.0890801385939421, 'CMI': -0.020367054610563935, 'PVH': 0.004208660981282484, 'ATI': -0.13314646110721798, 'EQT': -0.12762892538173437, 'WEC': -0.02553485162180813, 'PWR': 0.1000000000000001, 'LUV': -0.012623985572587969, 'POM': 0.0, 'EXPD': -0.023146163737676775, 'WDC': -0.0662671836446952, 'EXC': -0.012815036309269574}","{'TT': 0.8125, 'GNW': -0.08602150537634397, 'AMCR': -0.023255813953488334}"
2015-12-01,"{'TT': 0.25000000000000006, 'CHK': -0.1461100569259962, 'COV': 0.0, 'KMI': -0.3680203045685279, 'ATI': -0.10941271118262265, 'SPG': 0.039578348315333405, 'ES': 0.013901549680948026, 'FCX': -0.18000000000000005, 'NTAP': -0.12407680945347119, 'PRU': -0.0642201834862385, 'PCAR': -0.04652266793258962, 'CCI': 0.01358281358281344, 'EXC': 0.010752688172043012, 'PVH': -0.1927830500993158, 'PGR': 0.03610503282275705}","{'BLK': 0.06179461738806898, 'JWN': 0.11835897435897443, 'GNW': 0.26284584980237147}"
2016-01-01,"{'DNR': -0.22388059701492527, 'COV': 0.0, 'CMG': -0.033560913164070755, 'HAR': 0.06666635703703014, 'ORLY': 0.05011068625477959, 'HES': -0.12186865267434, 'ADS': -0.26321513186002266, 'HOT': 0.1346938775510204, 'COL': 0.2776726584673605, 'SHW': -0.006381594992277138, 'DOV': -0.027835288704853942, 'PVH': 0.009138742730545508, 'RRC': 0.2023362536503964, 'FCX': -0.30312500000000003, 'AMG': -0.13490691489361697}","{'TT': -4.333333333333334, 'AMAT': 0.03629976580796238, 'AVP': 0.1633663366336634}"
2016-02-01,"{'DNR': -0.09859154929577459, 'GNW': -0.22627737226277375, 'POM': 0.015873091206796173, 'RF': -0.0759493670886076, 'FCX': 0.6949541284403667, 'HBAN': 0.02213001383125854, 'NBR': 0.0028233180403606003, 'HAR': 0.2653039027511197, 'COV': 0.0, 'DISCA': -0.08525429930479321, 'DVN': -0.2718293164757013, 'REGN': -0.07950813777894968, 'NAVI': 0.13852242744063334, 'AMCR': 0.02244039270687239, 'HOT': -0.06474820143884892}","{'HOG': -0.09313154831199077, 'TXT': -0.008035714285714167, 'TT': 0.25000000000000006}"
2016-03-01,"{'TT': 3.0, 'DNR': 0.6946564885496184, 'POM': 0.569228787694091, 'HES': 0.2082813669244199, 'SWN': 0.3654822335025381, 'KEY': 0.04108108108108117, 'ZTS': 0.0684523809523809, 'CTL': 0.05234297108673982, 'CPRI': -0.0005264081417792794, 'ADS': 0.0365720524017466, 'CBRE': 0.12140077821011677, 'DHI': 0.11996873778819853, 'VNO': 0.08627518512140517, 'GE': 0.08116627265563445, 'R': 0.13163739147991108}","{'HAR': 0.2741930318674669, 'FCX': -0.31842105263157894, 'AVP': -0.2664907651715039}"
2016-04-01,"{'GLW': -0.09703504043126689, 'KIM': -0.01316386745347266, 'DNR': 0.8037383177570092, 'BSX': 0.1709401709401711, 'COV': 0.0, 'HAR': 0.06976715927510976, 'MUR': 0.45747236905333977, 'IRM': 0.09830781627719586, 'XRX': -0.13115384615384615, 'COG': 0.05094339622641518, 'DO': 0.14596126594237127, 'FAST': -0.024847632442569042, 'PWR': 0.0627256317689531, 'MOS': 0.04083266613290631, 'FIS': 0.03394039735099345}","{'NBR': -0.09375714031836302, 'FCX': -0.41207075962539036, 'TT': -0.0}"
2016-05-01,"{'AVP': -0.17584745762711856, 'HAR': 0.0869577069953724, 'RF': 0.040865384615384595, 'AMCR': 0.06941431670281982, 'GPS': -0.22110817941952504, 'CNX': 0.017488076311605774, 'NRG': 0.09103448275862071, 'COV': 0.0, 'AES': -0.005274261603375602, 'SWN': 0.03875379939209725, 'FCX': -0.2102941176470588, 'CNP': 0.06267332224070987, 'HBAN': 0.030127462340672047, 'MRO': -0.06405425772418988, 'HOT': 0.4583333333333333}","{'POM': 0.10576840144210045, 'CHK': 0.3718887262079063, 'TT': -0.0}"
2016-06-01,"{'CHK': 0.0166270783847981, 'AVP': -0.02583979328165377, 'GPS': 0.18354860639021067, 'COV': 0.0, 'NE': 0.0012061991325113335, 'ATI': 0.046166529266281835, 'PBI': -0.03939766567972131, 'CF': -0.1288852051388313, 'HRL': 0.06255924170616127, 'FCX': 0.005586592178770996, 'M': 0.02854908095424327, 'KR': 0.027794561933534793, 'CTL': 0.07240811848601209, 'RIG': 0.2145045965270686, 'FLIR': 0.0003419972640219413}","{'HOT': 0.06130268199233716, 'GAS': -0.041666666666666664, 'TT': -0.0}"
2016-07-01,"{'GNW': 0.10852713178294565, 'CHK': 0.2752941176470588, 'COV': 0.0, 'RF': 0.08689839572192518, 'HBAN': 0.06824146981627302, 'ADS': 0.1817204878835097, 'KEY': 0.07476635514018679, 'DVN': 0.06391087657578422, 'DAL': 0.06426426426426429, 'SWN': 0.14263322884012541, 'BAC': 0.09836065573770501, 'CME': 0.053909318100678345, 'ATI': 0.3993685872138911, 'NRG': -0.07713498622589526, 'CRM': 0.02776730745068468}","{'UAA': 0.016450648055832417, 'GAS': 0.07142857142857142, 'TT': -0.0}"
2016-08-01,"{'COV': 0.0, 'WMB': 0.17987486965589153, 'GNW': 0.6198630136986303, 'GLW': 0.025870646766169132, 'NRG': -0.12143928035982003, 'TGNA': -0.07109004739336496, 'HPQ': 0.02252614641995182, 'COL': 0.06925268463729994, 'CB': 0.02158084042459872, 'NWSA': 0.08627773212818411, 'FAST': 0.007306889352818401, 'MRO': 0.12225705329153609, 'FTR': -0.11538498804986758, 'HIG': 0.035274815422477415, 'VTR': -0.04193652849740927}","{'CBRE': -0.048771929824561425, 'BIIB': -0.01876666666666665, 'CHK': -0.19136960600375236}"
2016-09-01,"{'HAR': -0.07142821598650456, 'COV': 0.0, 'NE': 0.09688581314878886, 'RIG': 0.11041666666666672, 'POM': 0.023255935235227707, 'FCX': 0.052999999999999936, 'JWN': 0.02207357859531777, 'MLM': -0.019186145226102135, 'PSA': 0.0033114296062502525, 'ADS': 0.04832484174772264, 'PFE': -0.02484266313348791, 'BSX': -0.011217282924802641, 'NI': 0.008411214953271016, 'DLTR': -0.041995387789780236, 'DO': -0.023294509151414403}","{'RF': 0.005643340857787691, 'AVP': 0.012259194395796898, 'BIIB': -0.016463177035978677}"
2016-10-01,"{'COV': 0.0, 'ZTS': -0.07661849138784395, 'MCK': -0.234952184511532, 'CTSH': 0.05537737866153509, 'KMI': -0.11334002006018061, 'AMZN': -0.055239234449760706, 'HST': -0.0007390983000738941, 'MLM': 0.03574522145868237, 'GME': -0.12830777581761438, 'NRG': -0.05839416058394165, 'GNW': -0.16363636363636372, 'SPG': -0.09857543337719543, 'MOS': -0.039621016365202336, 'ICE': 0.007687758722649331, 'GRMN': 0.014841849148418478}","{'THC': 0.12126616139099415, 'GAS': 0.06647807637906648, 'NBR': 0.02935995302407516}"
2016-11-01,"{'DNR': 0.5303643724696354, 'COV': 0.0, 'GNW': 0.028846153846153872, 'HOT': 0.22384428223844283, 'AMZN': -0.06061326658322897, 'CHK': 0.26582278481012656, 'HES': 0.15328305235137543, 'POM': -0.01666758027730577, 'CMG': 0.10006106361718667, 'REGN': 0.09759203519333187, 'JNPR': 0.07136788445199659, 'KMI': 0.07619047619047616, 'VZ': 0.032663924510041166, 'MU': 0.13546511627906987, 'DO': 0.062352941176470514}","{'NE': -0.23658051689860823, 'AVP': 0.1841704718417047, 'SPG': 0.020033175960188943}"
2016-12-01,"{'COV': 0.0, 'THC': -0.025607353906763004, 'AMZN': -0.003375819034834683, 'CTL': 0.010290556900726496, 'AME': 0.020425714900021562, 'AVP': -0.059813084112149424, 'FMC': 0.0025728987993138388, 'FTR': -0.03998770026634348, 'WFC': 0.03717948717948722, 'NFX': -0.1297808336914482, 'DVN': -0.0765794511805999, 'TRIP': -0.040707141195626885, 'MNST': -0.0035955056179774515, 'CME': 0.04891853648675969, 'NEE': 0.052276884567247446}","{'JEF': -0.053515215110178364, 'ATI': 0.0959137343927356, 'NE': 0.10438729198184574}"
2017-01-01,"{'HAR': -0.09091089014851644, 'COV': 0.0, 'WYNN': 0.16326278004703548, 'AXP': 0.024242424242424225, 'FCX': 0.23488905891354248, 'SWN': -0.15, 'HOG': -0.028204144282425153, 'A': 0.06612867070163647, 'POM': 0.11184178172597828, 'RL': -0.03114268798105399, 'FISV': 0.005804156524995362, 'AMCR': 0.0, 'DIS': 0.05077350257834183, 'FLIR': -0.02998846597462512, 'ATI': 0.3372307692307693}","{'BLK': 0.02766606771056156, 'SHW': -0.12220907598946598, 'HOT': 0.05172413793103448}"
2017-02-01,"{'COV': 0.0, 'CNX': -0.08912280701754383, 'HBAN': 0.03193277310924361, 'SWN': -0.1810250817884406, 'UAA': -0.047575057736720446, 'MRO': -0.057668711656441794, 'KEY': 0.03648732220160791, 'HST': -0.008717310087173026, 'SNA': -0.06248138662219299, 'M': 0.13284920973942757, 'MSFT': 0.0, 'KMI': -0.0516359918200408, 'BDX': 0.040805385119437626, 'NAVI': 0.015772870662460654, 'STT': 0.036791654919650404}","{'AVP': 0.2559322033898306, 'CMG': 0.003735338202755093, 'NE': 0.027656477438136883}"
2017-03-01,"{'COV': 0.0, 'DNR': -0.06859205776173283, 'HBAN': -0.06995230524642296, 'FCX': -0.03068862275449103, 'NBR': -0.11705383119526053, 'STT': -0.014550794286477152, 'RL': 0.025782937365010753, 'SRE': 0.013380281690140827, 'NFLX': 0.034794175301036116, 'HRL': -0.01887366818873682, 'NAVI': -0.04447852760736184, 'TDC': -0.011121703209405715, 'MSI': 0.08698556921432377, 'JCI': 0.0028467908902691363, 'WMB': 0.0385103681760474}","{'GNW': 0.0024213075060532173, 'POM': 0.042253743552814034, 'HAR': -0.06268755419965438}"
2017-04-01,"{'COV': 0.0, 'DNR': -0.13281249999999994, 'POM': 0.3320897312458372, 'HBAN': -0.04911092294665538, 'NBR': -0.2142905588714053, 'RIG': -0.1140562248995984, 'AMGN': -0.007936507936507922, 'TDC': -0.061434544869733036, 'SPG': -0.04074497411416663, 'URBN': -0.03744215397559952, 'LM': 0.033771106941838706, 'JNJ': -0.010056843025797915, 'MKC': 0.022059614763800677, 'IBM': -0.07781324820430977, 'ETFC': -0.009085580304806424}","{'EMC': 0.08735002202700258, 'GNW': 0.019417475728155355, 'HAR': 0.011236680658701896}"
2017-05-01,"{'COV': 0.0, 'DNR': -0.3139013452914798, 'NE': -0.15800415800415799, 'POM': -0.08683562538735987, 'NBR': -0.1456270716436664, 'PXD': -0.03738317757009337, 'MAR': 0.14012738853503173, 'HAS': 0.05802939575394679, 'VAR': 0.0892091079089209, 'ORLY': -0.025599742392529323, 'WMT': 0.05372791265622748, 'HSY': 0.07319515369980978, 'M': -0.19602032176121942, 'IVZ': -0.03254113345521026, 'XRAY': 0.0011299435028248634}","{'HAR': -0.08238580699556461, 'EW': -0.046943231441048006, 'AVP': 0.3010309278350515}"
2017-06-01,"{'DNR': -0.03773584905660381, 'COV': 0.0, 'AVP': 0.11470588235294121, 'NE': -0.10396039603960394, 'RIG': -0.09560439560439553, 'NBR': -0.06724715678310318, 'POM': -0.006173807919823519, 'CRM': -0.03777777777777784, 'SPG': 0.050353291186314694, 'CB': 0.017258124766529714, 'IBM': 0.0067430883344572244, 'UNP': -0.015068096203998863, 'QEP': 0.005976520811099227, 'DIS': -0.013668088406359021, 'BAC': 0.07914691943127952}","{'KIM': -0.04900568181818178, 'FCX': -0.04676258992805768, 'PBCT': -0.059863945578231346}"
2017-07-01,"{'COV': 0.0, 'TDC': 0.07645466847090669, 'IVZ': -0.019263264616424476, 'NE': 0.09289617486338794, 'POM': -0.00931359803885164, 'DNR': -0.06410256410256415, 'CCI': 0.0005534646889528133, 'IBM': -0.057994781960491994, 'XEC': 0.046950416849495406, 'NBR': -0.06090288458943845, 'LRCX': 0.11743296442100574, 'SRCL': 0.00626631853785906, 'INTC': 0.05844572896596019, 'HSY': -0.016274864376130245, 'GOOG': 0.020083755399153733}","{'HOT': -0.030405405405405407, 'HAR': -1.6309608523216412, 'AZO': 0.054357537006218745}"
2017-08-01,"{'COV': 0.0, 'CMG': -0.07954545454545456, 'TIF': -0.04477942806473057, 'UNH': 0.02846207751603688, 'CRM': 0.04509138666958509, 'NFLX': -0.042632473012219854, 'IPG': -0.0597171293871137, 'EMC': 0.0, 'MRO': -0.08658743633276737, 'IQV': 0.05969984550871768, 'DAL': -0.04593487168427853, 'XEC': 0.009765830095558044, 'UNP': 0.028630705394190777, 'QEP': -0.12817279819000257, 'NBR': -0.14935120982823594}","{'TGNA': 0.14563806777217012, 'AZO': 0.02613246839408785, 'SWN': 0.03710247349823321}"
2017-09-01,"{'AVP': -0.06451612903225812, 'DNR': 0.25233644859813087, 'COV': 0.0, 'POM': 0.08965872770388704, 'CTL': -0.04682274247491634, 'NBR': 0.24541851563293943, 'FOSL': 0.12139423076923074, 'QEP': 0.1306021890440097, 'DVN': 0.16938435940099833, 'FTR': -0.08613618395045457, 'CAG': 0.03534852989758838, 'UAA': 0.016656384947563205, 'NOV': 0.16577896138482037, 'NLSN': 0.06493884682585896, 'KEY': 0.08985879332477538}","{'GPS': -0.2348993288590605, 'KR': 0.0868306801736614, 'MUR': -0.16772616136919313}"
2017-10-01,"{'AVP': -0.03404255319148939, 'COV': 0.0, 'AAPL': 0.09579628132578819, 'KEY': -0.03345070422535213, 'GME': -0.09491374047527519, 'DISCK': -0.12352362204724417, 'AMT': 0.048388337564427966, 'FTR': 0.03681467128783124, 'ACN': 0.06286867432474383, 'HON': 0.01662763466042151, 'MNK': -0.15252876639015242, 'LMT': -0.008484221417485702, 'TPR': 0.022394249377937384, 'CRM': 0.09197609901835259, 'MU': 0.11893939393939396}","{'MRO': -0.07674236491777607, 'DO': -0.17651195499296762, 'NE': 0.07555555555555553}"
2017-11-01,"{'NBR': 0.055949959706819305, 'EMC': -0.010982863896001546, 'COV': 0.0, 'FOSL': -0.10943396226415096, 'NAVI': 0.025092936802973937, 'CMG': 0.11949246046340571, 'JWN': 0.1532947339398951, 'AGN': -0.011646562481430742, 'AIV': 0.008544795442775904, 'CMCSA': 0.03546511627906974, 'CHK': 0.022613065326633167, 'NWL': -0.23695227463019813, 'PSA': 0.024239518406051798, 'LM': 0.03822762814943528, 'CAH': -0.026756461594466673}","{'AVP': 0.13973799126637557, 'AMZN': -0.06454677039985517, 'MRO': -0.03597122302158273}"
2017-12-01,"{'COV': 0.0, 'CTL': 0.14661984196663738, 'FOSL': 0.10212765957446805, 'HOT': -0.1712962962962963, 'INTC': 0.03205128205128209, 'CMCSA': 0.07829787234042547, 'HPQ': -0.01068158697863687, 'PBI': 0.047790525333479696, 'MYL': 0.1444414390045984, 'EMC': 0.11538779715572811, 'BA': 0.062691420577003, 'CSCO': 0.0325297705489398, 'LRCX': -0.028488760293790365, 'KR': 0.0715754833401893, 'BKR': 0.05346250448510938}","{'TGNA': -0.0679456434852118, 'DNR': -0.22099447513812148, 'AMZN': 0.002201271276822599}"
2018-01-01,"{'COV': 0.0, 'HOT': -0.002793296089385475, 'TGNA': 0.024626865671641796, 'MAT': 0.02723735408560311, 'FTR': 0.2061855670103092, 'HAR': 0.07674418604651163, 'PCG': -0.043076229138475496, 'XEL': -0.053336308859629554, 'HPQ': 0.10096889342172363, 'BDX': 0.12947499760053757, 'DISCA': 0.09189895470383272, 'LM': 0.008381351492928242, 'BWA': 0.09495729971533147, 'CTL': 0.05681818181818182, 'MYL': 0.011806375442739079}","{'GAS': -0.28321318228630277, 'DNR': -0.09954751131221728, 'EMC': 0.07236553510025608}"
2018-02-01,"{'SWN': -0.1271393643031785, 'COV': 0.0, 'KIM': -0.05899705014749267, 'PSA': -0.008510638297872238, 'NWL': -0.020137103684661477, 'CHK': -0.19197707736389685, 'JNPR': -0.004977187888842845, 'MUR': -0.19191919191919196, 'COP': -0.0746322210261931, 'OXY': -0.1255935058967683, 'NOV': -0.04651162790697674, 'REGN': -0.12612833728762715, 'STZ': -0.014533232342359504, 'TGNA': -0.1107871720116619, 'HST': -0.1056782334384857}","{'POM': 0.06522367147665066, 'GAS': 0.08908507223113965, 'FTR': 0.13848039215686272}"
2018-03-01,"{'COV': 0.0, 'FTR': 0.07225433526011561, 'HOT': 2.0950413223140494, 'GOOG': -0.06867231714912393, 'REGN': 0.07494927423130947, 'CTL': -0.051428571428571476, 'GOOGL': -0.06525226670512092, 'EMC': 0.24620949804873676, 'ORLY': 0.015392193079669991, 'GE': -0.04747550866616421, 'HBAN': -0.02569593147751602, 'NBR': 0.08612952916750376, 'DNR': 0.25688073394495414, 'BIIB': -0.04959911145048773, 'CHK': 0.06713780918727916}","{'AVP': -0.08846153846153845, 'WELL': -0.045688545688545745, 'BKNG': -0.022500626655722705}"
2018-04-01,"{'COV': 0.0, 'GOOG': -0.0053675133454566875, 'GOOGL': -0.008797026138066455, 'POM': -0.10511696651546812, 'NE': 0.26558265582655827, 'PBI': -0.05892350672941081, 'LRCX': -0.08152400835073072, 'GS': -0.051467531387710964, 'EXPE': 0.0507889085986369, 'DISCK': 0.13194090677534387, 'NFLX': 0.07028841542782757, 'FTR': 0.12771739130434787, 'HAR': -0.3465909090909091, 'UNH': 0.08212514757969297, 'RIG': 0.25967413441955184}","{'EMC': 0.14377108773183614, 'SWN': 0.048723897911832945, 'HOT': 0.15835411471321695}"
2018-05-01,"{'COV': 0.0, 'HAR': -0.04521739130434783, 'FTR': -0.10481927710843385, 'POM': -0.009520555096771847, 'AVP': -0.28853754940711457, 'PDCO': -0.09904306220095696, 'GOOGL': 0.08235757158319398, 'REGN': -0.008615851846961389, 'NDAQ': 0.04376185958254284, 'PBI': -0.10877875545703357, 'GNW': 0.24637681159420297, 'KIM': 0.0649247822644496, 'HBAN': 0.002985074626865608, 'FOSL': 0.4743935309973045, 'ZTS': 0.002911208151382934}","{'SWN': -0.15365853658536605, 'NE': -0.19827586206896552, 'HOT': -0.4222222222222222}"
2018-06-01,"{'COV': 0.0, 'AVP': -0.1049723756906077, 'EMC': -0.0037042642853159775, 'GNW': 0.2857142857142857, 'POM': 0.0631177423039863, 'GAS': -0.03804347826086957, 'DVN': 0.05802901450725364, 'HAR': -0.034071550255536626, 'PBI': -0.058246763723920576, 'FTR': -0.27762803234501343, 'CTL': 0.04438466711499665, 'FIS': 0.0330809087285772, 'RIG': 0.06497622820919179, 'GWW': -0.0045587101531859246, 'UAA': 0.060377358490566094}","{'IRM': -0.06759160441124162, 'NE': -0.14054054054054058, 'HOT': 0.18680089485458612}"
2018-07-01,"{'COV': 0.0, 'FTR': -0.018796992481203107, 'AVP': -0.012422360248447215, 'DNR': -0.046511627906976875, 'AIZ': 0.068427978540338, 'XEC': -0.022340643574502897, 'XRX': 0.09099058718063655, 'CNX': -0.0713063320022818, 'GNW': 0.03370786516853921, 'KMB': 0.08689458689458682, 'BBBY': -0.061190738699007687, 'DRI': 0.00757352217960063, 'PWR': 0.030155345720377764, 'NWSA': -0.024080267558528393, 'NAVI': 0.022471910112359533}","{'CVS': -0.022155588872230524, 'NE': 0.05958132045088568, 'DISCK': 0.03649921507064363}"
2018-08-01,"{'COV': 0.0, 'DISCK': 0.04995904995904991, 'HOT': -0.0880503144654088, 'UAA': 0.030745967741935457, 'AVP': 0.24374999999999994, 'DNR': 0.251685393258427, 'NLSN': 0.12895716945996274, 'EBAY': 0.037741638539429176, 'NBR': 0.04575258105415684, 'CHK': -0.008948545861297539, 'GPS': 0.009988901220865688, 'HRL': 0.09498986388647555, 'VNO': 0.09090909090909084, 'AVGO': -0.01897423549241511, 'HAR': -0.05309734513274336}","{'ATI': 0.023129743404409125, 'NI': -0.054963084495488104, 'PBI': 0.16864593071733586}"
2018-09-01,"{'COV': 0.0, 'CHK': 0.006726457399103139, 'GNW': -0.10322580645161299, 'NWL': -0.06113092205807434, 'IVZ': -0.049111318989710044, 'EMC': 0.1333267612449926, 'RTX': 0.05955678670360116, 'PDCO': 0.07636539391010141, 'SJM': -0.0074535429855013685, 'WMB': -0.07010785824345148, 'AVY': 0.03625916385971861, 'FOSL': 0.031914893617021385, 'HAR': 0.12149532710280374, 'GT': 0.028385295486272825, 'DLTR': 0.013673088875077616}","{'PBI': 0.02480054707089124, 'ISRG': -0.026833631484794274, 'GAS': -0.12330097087378641}"
2018-10-01,"{'COV': 0.0, 'GNW': 0.02147971360381858, 'WMB': -0.11037891268533771, 'SLB': -0.16155492154065612, 'KLAC': -0.10658658251043468, 'REGN': -0.16527644496936594, 'EMC': 0.04044757235489483, 'ADP': -0.04823989569752283, 'RHI': -0.14618768328445755, 'PG': 0.07387796268280401, 'SBUX': 0.024004364429896348, 'IVZ': -0.05068897637795281, 'CB': -0.06943583384996896, 'R': -0.2515769400029338, 'PRGO': -0.0016067776803973042}","{'NE': 0.3008356545961003, 'POM': 0.20219457050641418, 'GAS': 0.10189982728842832}"
2018-11-01,"{'COV': 0.0, 'DNR': -0.34492753623188416, 'NE': -0.1918604651162791, 'EMC': -0.1201444043321299, 'FTR': -0.26844262295081966, 'QEP': -0.1037903464613563, 'NOC': -0.009058253943463974, 'NVDA': -0.22943517816527667, 'GNW': 0.09647058823529416, 'ADBE': 0.021164882575603356, 'GE': -0.25000000000000006, 'GWW': 0.10768895507209543, 'FCX': 0.006896551724137937, 'AMCR': 0.09483793517406952, 'NFLX': -0.060606060606060545}","{'NTRS': -0.04966039416546034, 'COF': -0.008562832677620862, 'COL': 0.12101636520241171}"
